name,sex,age,height,weight,team,year,city,sport,event,medal
Ute Geweniger (-Strauss),F,16,179,62,East Germany,1980,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Luciano Giovannetti,M,34,175,78,Italy,1980,Moskva,Shooting,Shooting Mixed Trap,Gold
Maxi Gnauck,F,15,148,33,East Germany,1980,Moskva,Gymnastics,Gymnastics Women's Uneven Bars,Gold
Jos Gmez Mustelier,M,21,182,75,Cuba,1980,Moskva,Boxing,Boxing Men's Middleweight,Gold
Duncan Alexander Goodhew,M,23,183,80,Great Britain,1980,Moskva,Swimming,Swimming Men's 100 metres Breaststroke,Gold
Tatyana Gennadyevna Goyshchik (-Nasonova),F,28,165,57,Soviet Union,1980,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Ann-Mary Gwynne Grant (Fletcher-),F,25,170,66,Zimbabwe,1980,Moskva,Hockey,Hockey Women's Hockey,Gold
Andreas Gregor,M,25,162,50,East Germany,1980,Moskva,Rowing,Rowing Men's Coxed Fours,Gold
Yevgeny Borisovich Grishin,M,20,189,93,Soviet Union,1980,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
Klaus Gruner,M,27,187,85,East Germany,1980,Moskva,Handball,Handball Men's Handball,Gold
Erik Herman Hansen,M,35,178,87,Denmark,1980,Moskva,Sailing,Sailing Mixed Three Person Keelboat,Gold
Johan Georg Harmenberg (kerman-),M,25,179,71,Sweden,1980,Moskva,Fencing,"Fencing Men's epee, Individual",Gold
Rdiger Helm,M,23,188,87,East Germany,1980,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
Rdiger Helm,M,23,188,87,East Germany,1980,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Uwe Heppner,M,20,196,91,East Germany,1980,Moskva,Rowing,Rowing Men's Quadruple Sculls,Gold
Juan Bautista Hernndez Prez,M,17,163,54,Cuba,1980,Moskva,Boxing,Boxing Men's Bantamweight,Gold
Angel Herrera Vera,M,22,159,57,Cuba,1980,Moskva,Boxing,Boxing Men's Lightweight,Gold
Lutz Helich,M,21,185,90,East Germany,1980,Moskva,Cycling,Cycling Men's Sprint,Gold
Falk Hoffmann,M,27,173,65,East Germany,1980,Moskva,Diving,Diving Men's Platform,Gold
Rainer Hft,M,24,183,84,East Germany,1980,Moskva,Handball,Handball Men's Handball,Gold
Bernd Hing,M,25,192,88,East Germany,1980,Moskva,Rowing,Rowing Men's Coxed Eights,Gold
Susan "Sue" Huggett,F,26,172,56,Zimbabwe,1980,Moskva,Hockey,Hockey Women's Hockey,Gold
Sarina Hlsenbeck (-Fischer),F,18,180,70,East Germany,1980,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Sarina Hlsenbeck (-Fischer),F,18,180,70,East Germany,1980,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Corneliu Ion,M,29,182,70,Romania,1980,Moskva,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Gold
Zafar Iqbal,M,24,172,65,India,1980,Moskva,Hockey,Hockey Men's Hockey,Gold
Mikhail Vladimirovich Ivanov,M,22,188,98,Soviet Union,1980,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
Tatyana Mikhaylovna Ivinskaya (-Beloshapko),F,22,185,80,Soviet Union,1980,Moskva,Basketball,Basketball Women's Basketball,Gold
Harald Jhrling,M,26,198,94,East Germany,1980,Moskva,Rowing,Rowing Men's Coxed Pairs,Gold
"Martina Jschke (-Scheidewig, -Flle)",F,20,162,54,East Germany,1980,Moskva,Diving,Diving Women's Platform,Gold
Hans-Georg Jaunich,M,28,185,81,East Germany,1980,Moskva,Handball,Handball Men's Handball,Gold
Poul Richard Hj Jensen,M,36,183,78,Denmark,1980,Moskva,Sailing,Sailing Mixed Three Person Keelboat,Gold
eljko Jerkov,M,26,208,94,Yugoslavia,1980,Moskva,Basketball,Basketball Men's Basketball,Gold
Pascal Jolyot,M,21,184,67,France,1980,Moskva,Fencing,"Fencing Men's Foil, Team",Gold
Aleksandr Sergeyevich Kabanov,M,32,181,84,Soviet Union,1980,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
Slobodan Kaar,M,22,188,81,Yugoslavia,1980,Moskva,Boxing,Boxing Men's Light-Heavyweight,Gold
Lina Kaiuyt,F,17,170,62,Soviet Union,1980,Moskva,Swimming,Swimming Women's 200 metres Breaststroke,Gold
Irina Vladimirovna Kalinina (-Bazhina),F,21,159,50,Soviet Union,1980,Moskva,Diving,Diving Women's Springboard,Gold
Ramona Kapheim (Jahnke-),F,22,177,68,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Fours,Gold
Larysa Oleksandrivna Karlova,F,21,176,67,Soviet Union,1980,Moskva,Handball,Handball Women's Handball,Gold
Ulrich Karnatz,M,27,192,91,East Germany,1980,Moskva,Rowing,Rowing Men's Coxed Eights,Gold
Pertti Johannes Karppinen,M,27,201,100,Finland,1980,Moskva,Rowing,Rowing Men's Single Sculls,Gold
Yury Alekseyevich Kashirin,M,21,182,78,Soviet Union,1980,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Maharaj Krishon Kaushik,M,25,163,60,India,1980,Moskva,Hockey,Hockey Men's Hockey,Gold
Tatyana Vasilyevna Kazankina (-Kovalenko),F,28,162,47,Soviet Union,1980,Moskva,Athletics,"Athletics Women's 1,500 metres",Gold
Marcus Anthony "Mark" Kerry,M,20,182,81,Australia,1980,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Shota Dimit'ris dze Khabareli,M,21,178,78,Soviet Union,1980,Moskva,Judo,Judo Men's Half-Middleweight,Gold
Yelena Ivanovna Khloptseva,F,20,165,60,Soviet Union,1980,Moskva,Rowing,Rowing Women's Double Sculls,Gold
Dragan Kianovi,M,25,191,87,Yugoslavia,1980,Moskva,Basketball,Basketball Men's Basketball,Gold
Nellya Vladimirovna "Nelli" Kim (-Achasov),F,22,152,47,Soviet Union,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Gold
Nellya Vladimirovna "Nelli" Kim (-Achasov),F,22,152,47,Soviet Union,1980,Moskva,Gymnastics,Gymnastics Women's Floor Exercise,Gold
Cornelia Klier (Bgel-),F,23,175,66,East Germany,1980,Moskva,Rowing,Rowing Women's Coxless Pairs,Gold
Andrija "Andro" Knego,M,23,205,96,Yugoslavia,1980,Moskva,Basketball,Basketball Men's Basketball,Gold
Christiane Knetsch-Kpke,F,23,181,72,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Eights,Gold
Marita Koch (-Meier),F,23,171,62,East Germany,1980,Moskva,Athletics,Athletics Women's 400 metres,Gold
Ferenc Kocsis,M,27,173,74,Hungary,1980,Moskva,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
Oleksandr Leonidovych Kolchynskiy,M,25,193,115,Soviet Union,1980,Moskva,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
Tatyana Alekseyevna Kolpakova (-Abbyasova),F,20,169,60,Soviet Union,1980,Moskva,Athletics,Athletics Women's Long Jump,Gold
Vera Yakovlevna Komisova (Nikitina-),F,27,169,60,Soviet Union,1980,Moskva,Athletics,Athletics Women's 100 metres Hurdles,Gold
Vladimir Grigoryevich Kondra,M,29,186,82,Soviet Union,1980,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Lyudmila Andreyevna Kondratyeva (-Sedykh),F,22,168,57,Soviet Union,1980,Moskva,Athletics,Athletics Women's 100 metres,Gold
Ulrich Kons,M,25,195,95,East Germany,1980,Moskva,Rowing,Rowing Men's Coxed Eights,Gold
Sergey Viktorovich Koplyakov,M,21,186,76,Soviet Union,1980,Moskva,Swimming,Swimming Men's 200 metres Freestyle,Gold
Sergey Viktorovich Koplyakov,M,21,186,76,Soviet Union,1980,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Hans-Peter Koppe,M,22,187,75,East Germany,1980,Moskva,Rowing,Rowing Men's Coxed Eights,Gold
Gennady Vladimirovich Korban,M,31,175,82,Soviet Union,1980,Moskva,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
Nikolay Pavlovich Korolkov,M,33,176,71,Soviet Union,1980,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Sergey Vladimirovich Kotenko,M,23,176,78,Soviet Union,1980,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
Yury Aleksandrovich Kovshov,M,28,168,63,Soviet Union,1980,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Jan Kowalczyk,M,38,169,68,Poland,1980,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
Wadysaw Kozakiewicz,M,26,187,82,Poland,1980,Moskva,Athletics,Athletics Men's Pole Vault,Gold
Lyubov Vladimirovna Kozyreva (-Timofeyeva),F,23,178,78,Soviet Union,1980,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
Serhiy Oleksandrovych Krasiuk,M,18,190,78,Soviet Union,1980,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Aleksandr Gennadyevich Krasnov,M,20,175,68,Soviet Union,1980,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Bernd Krau,M,27,192,89,East Germany,1980,Moskva,Rowing,Rowing Men's Coxed Eights,Gold
Barbara Krause (-Wanja),F,21,180,68,East Germany,1980,Moskva,Swimming,Swimming Women's 100 metres Freestyle,Gold
Barbara Krause (-Wanja),F,21,180,68,East Germany,1980,Moskva,Swimming,Swimming Women's 200 metres Freestyle,Gold
Barbara Krause (-Wanja),F,21,180,68,East Germany,1980,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Klaus Krppelien,M,22,189,90,East Germany,1980,Moskva,Rowing,Rowing Men's Double Sculls,Gold
Viktor Alekseyevich Krovopuskov,M,31,179,76,Soviet Union,1980,Moskva,Fencing,"Fencing Men's Sabre, Individual",Gold
Viktor Alekseyevich Krovopuskov,M,31,179,76,Soviet Union,1980,Moskva,Fencing,"Fencing Men's Sabre, Team",Gold
Dujam "Duje" Krstulovi,M,27,203,NA,Yugoslavia,1980,Moskva,Basketball,Basketball Men's Basketball,Gold
Hartmut Krger,M,27,178,81,East Germany,1980,Moskva,Handball,Handball Men's Handball,Gold
Andrey Ivanovich Krylov,M,24,189,83,Soviet Union,1980,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Valeriy Mykhailovych Kryvov,M,28,188,84,Soviet Union,1980,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Dainis Kla,M,21,190,98,Soviet Union,1980,Moskva,Athletics,Athletics Men's Javelin Throw,Gold
Charanjit Kumar,M,24,174,73,India,1980,Moskva,Hockey,Hockey Men's Hockey,Gold
Frantiek Kunzo,M,25,175,70,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Volodymyr Viktorovych Kyselov,M,23,185,125,Soviet Union,1980,Moskva,Athletics,Athletics Men's Shot Put,Gold
Bernd Landvoigt,M,29,188,88,East Germany,1980,Moskva,Rowing,Rowing Men's Coxless Pairs,Gold
Jrg Landvoigt,M,29,190,85,East Germany,1980,Moskva,Rowing,Rowing Men's Coxless Pairs,Gold
Fedir Serafimovych Lashchonov,M,29,198,94,Soviet Union,1980,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Brigitte Latrille-Gaudin,F,22,174,55,France,1980,Moskva,Fencing,"Fencing Women's Foil, Team",Gold
Jutta Lau,F,24,175,65,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold
Pavel Serafimovich Lednyov,M,37,184,80,Soviet Union,1980,Moskva,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
Petar Lesov,M,19,168,50,Bulgaria,1980,Moskva,Boxing,Boxing Men's Flyweight,Gold
Werner Lika,M,25,178,71,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Mikhail Innokentyevich Linge,M,21,179,69,Soviet Union,1980,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Yevgeny Nikolayevich Lipeyev,M,22,178,69,Soviet Union,1980,Moskva,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
Lidiya Ivanovna Loginova,F,29,170,69,Soviet Union,1980,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
Oleg Nikolayevich Logvin,M,21,183,78,Soviet Union,1980,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Gabriele "Gabi" Lohs-Khn,F,23,184,86,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Eights,Gold
Viljar Loor,M,26,196,96,Soviet Union,1980,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Dietmar Lorenz,M,30,180,93,East Germany,1980,Moskva,Judo,Judo Men's Open Class,Gold
Ketevan Losaberidze,F,30,162,75,Soviet Union,1980,Moskva,Archery,Archery Women's Individual,Gold
Klaus-Dieter Ludwig,M,37,168,50,East Germany,1980,Moskva,Rowing,Rowing Men's Coxed Eights,Gold
Valentyna Ivanivna Lutaieva (Berzina-),F,24,176,75,Soviet Union,1980,Moskva,Handball,Handball Women's Handball,Gold
Lyubomir Yankov Lyubenov,M,23,188,82,Bulgaria,1980,Moskva,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
Ludk Macela,M,29,183,78,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Zoltn Magyar,M,26,165,60,Hungary,1980,Moskva,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Tetiana Ivanivna Makarets-Kocherhina,F,24,175,75,Soviet Union,1980,Moskva,Handball,Handball Women's Handball,Gold
Irina Petrovna Makogonova (-Kolodyazhnaya),F,20,179,79,Soviet Union,1980,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
Bohdan Volodymyrovych Makuts,M,20,171,63,Soviet Union,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold
Bronisaw Malinowski,M,29,182,68,Poland,1980,Moskva,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
Viktor Viktorovich Manakov,M,19,186,78,Soviet Union,1980,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Somaya Muttana Maneypandey,M,21,179,69,India,1980,Moskva,Hockey,Hockey Men's Hockey,Gold
Valentyn Hryhorovych Mankin,M,41,179,92,Soviet Union,1980,Moskva,Sailing,Sailing Mixed Two Person Keelboat,Gold
Harald Marg,M,25,189,91,East Germany,1980,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Vladimir Nikolayevich Markelov,M,22,167,58,Soviet Union,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold
Viktor Fyodorovich Markin,M,23,183,73,Soviet Union,1980,Moskva,Athletics,Athletics Men's 400 metres,Gold
Viktor Fyodorovich Markin,M,23,183,73,Soviet Union,1980,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Armando Martnez Limendu,M,18,180,71,Cuba,1980,Moskva,Boxing,Boxing Men's Light-Middleweight,Gold
Illia Fedorovych Mate,M,23,187,100,Soviet Union,1980,Moskva,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
Elisabeth "Sissy" Max-Theurer,F,23,168,60,Austria,1980,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
Viktor Ivanovich Mazin,M,26,156,60,Soviet Union,1980,Moskva,Weightlifting,Weightlifting Men's Featherweight,Gold
Josef Mazura,M,24,180,73,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
"Patricia Jean ""Pat"" McKillop (Fraser-, -Williams)",F,24,160,55,Zimbabwe,1980,Moskva,Hockey,Hockey Women's Hockey,Gold
Gisela Medefindt (-Bodis),F,23,172,65,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold
Aleksandr Remmovich Melentyev,M,26,177,82,Soviet Union,1980,Moskva,Shooting,"Shooting Mixed Free Pistol, 50 metres",Gold
Pietro Paolo Mennea,M,28,180,73,Italy,1980,Moskva,Athletics,Athletics Men's 200 metres,Gold
Caren Metschuck (-Mahn),F,16,184,76,East Germany,1980,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Caren Metschuck (-Mahn),F,16,184,76,East Germany,1980,Moskva,Swimming,Swimming Women's 100 metres Butterfly,Gold
Caren Metschuck (-Mahn),F,16,184,76,East Germany,1980,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Karin Metze (-Ulbricht),F,23,180,82,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Eights,Gold
Vira Antonivna Misevych,F,35,169,60,Soviet Union,1980,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Oleh Oleksiyovych Molyboha,M,27,193,86,Soviet Union,1980,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Valeriy Ivanovych Movchan,M,21,178,77,Soviet Union,1980,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Giorgi Mshvenieradze,M,19,188,104,Soviet Union,1980,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
Romy Mller (Schneider-),F,21,168,59,East Germany,1980,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Thomas Munkelt,M,27,185,80,East Germany,1980,Moskva,Athletics,Athletics Men's 110 metres Hurdles,Gold
Vladimir Pavlovich Muravyov,M,20,178,74,Soviet Union,1980,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Aleksandrs Muzienko,M,25,189,92,Soviet Union,1980,Moskva,Sailing,Sailing Mixed Two Person Keelboat,Gold
Christine Carmen Marie Muzio,F,29,168,50,France,1980,Moskva,Fencing,"Fencing Women's Foil, Team",Gold
Stylianos "Stelios" Mygiakis,M,28,167,62,Greece,1980,Moskva,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
Yelena Arkadyevna Naimushina,F,15,145,40,Soviet Union,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Gold
Mihovil Naki-Vojnovi,M,24,204,95,Yugoslavia,1980,Moskva,Basketball,Basketball Men's Basketball,Gold
Irina Viktorovna Nazarova (Bagryantseva-),F,22,170,58,Soviet Union,1980,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Vladimir Aliverovich Nazlymov,M,34,176,73,Soviet Union,1980,Moskva,Fencing,"Fencing Men's Sabre, Team",Gold
"Kersten Neisser (-Kpke, -Kriesel)",F,24,175,70,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Eights,Gold
Petr Nmec,M,23,173,73,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Svetlana Dmitriyevna Nikishina (-Kunysheva),F,21,174,72,Soviet Union,1980,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
Angelika Noack,F,29,177,83,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Fours,Gold
Miguel Noguer Castellvi,M,23,187,86,Spain,1980,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
Norbert Nvnyi (Nottny),M,23,190,103,Hungary,1980,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
Daniel Nez Aguiar,M,21,155,52,Cuba,1980,Moskva,Weightlifting,Weightlifting Men's Bantamweight,Gold
Marlies Oelsner-Ghr,F,22,165,55,East Germany,1980,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Sanasar Razmikovich Oganisyan,M,20,180,90,Soviet Union,1980,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
Bernd Olbricht,M,23,189,85,East Germany,1980,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Patrizio Oliva,M,21,176,64,Italy,1980,Moskva,Boxing,Boxing Men's Light-Welterweight,Gold
Nadiya Fedorivna Olizarenko (Mushta-),F,26,165,57,Soviet Union,1980,Moskva,Athletics,Athletics Women's 800 metres,Gold
Kanybek Osmonaliyevich Osmonaliyev,M,26,158,52,Soviet Union,1980,Moskva,Weightlifting,Weightlifting Men's Flyweight,Gold
Vladimir Yuryevich Osokin,M,26,181,73,Soviet Union,1980,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Tatyana Nikolayevna Ovechkina (Kabayeva-),F,30,174,69,Soviet Union,1980,Moskva,Basketball,Basketball Women's Basketball,Gold
Stephen Michael John "Steve" Ovett,M,24,183,70,Great Britain,1980,Moskva,Athletics,Athletics Men's 800 metres,Gold
Iryna Havrylivna Palchykova (Biletska-),F,21,178,66,Soviet Union,1980,Moskva,Handball,Handball Women's Handball,Gold
Yuriy Petrovych Panchenko,M,21,198,96,Soviet Union,1980,Moskva,Volleyball,Volleyball Men's Volleyball,Gold
Vladimir Vladimirovich Parfenovich,M,21,192,90,Soviet Union,1980,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Gold
Vladimir Vladimirovich Parfenovich,M,21,192,90,Soviet Union,1980,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold
Vladimir Vladimirovich Parfenovich,M,21,192,90,Soviet Union,1980,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
Angelo Parisi,M,27,185,110,France,1980,Moskva,Judo,Judo Men's Heavyweight,Gold
Glenn Scott Patching,M,22,189,84,Australia,1980,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Ivan Patzaichin,M,30,176,79,Romania,1980,Moskva,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Eduardo Henrique Gomes Penido,M,20,177,64,Brazil,1980,Moskva,Sailing,Sailing Mixed Two Person Dinghy,Gold
Vitaly Aleksandrovich Petrakov,M,25,180,75,Soviet Union,1980,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Brenda Joan Phillips,F,22,155,49,Zimbabwe,1980,Moskva,Hockey,Hockey Women's Hockey,Gold
Patrick Picot,M,28,177,76,France,1980,Moskva,Fencing,"Fencing Men's epee, Team",Gold
Frdric Pietruszka,M,26,176,69,France,1980,Moskva,Fencing,"Fencing Men's Foil, Team",Gold
Jutta Ploch (-Schenk),F,20,178,73,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold
Viktor Oleksandrovych Pohanovskiy,M,30,172,71,Soviet Union,1980,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Tomi Jaakko Poikolainen,M,18,178,77,Finland,1980,Moskva,Archery,Archery Men's Individual,Gold
Lubomr "Lubo" Pokluda,M,22,177,74,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Andrea Pollack (-Pinske),F,19,166,61,East Germany,1980,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Claudio Pollio,M,22,158,48,Italy,1980,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Gold
Aleksandr Staliyevich Portnov,M,18,180,73,Soviet Union,1980,Moskva,Diving,Diving Men's Springboard,Gold
Serhiy Albertovych Postriekhin,M,22,195,87,Soviet Union,1980,Moskva,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
Christine Seraphine "Chris" Prinsloo,F,28,156,47,Zimbabwe,1980,Moskva,Hockey,Hockey Women's Hockey,Gold
Yury Ivanovich Prisekin,M,18,194,90,Soviet Union,1980,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Andrey Vasilyevich Prokofyev,M,21,187,83,Soviet Union,1980,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Tetiana Vasylivna Prorochenko (-Burakova),F,28,166,58,Soviet Union,1980,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Libor Radimec,M,30,180,75,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Ratko Radovanovi,M,23,208,107,Yugoslavia,1980,Moskva,Basketball,Basketball Men's Basketball,Gold
Nadezhda Borisovna Radzevich (Zezyulya-),F,27,178,73,Soviet Union,1980,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
Sultanbai Saburovych "Sultan" Rakhmanov,M,30,188,145,Soviet Union,1980,Moskva,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
Amarjit Singh Rana,M,20,175,63,India,1980,Moskva,Hockey,Hockey Men's Hockey,Gold
Viktor Ivanovich Rashchupkin,M,29,188,107,Soviet Union,1980,Moskva,Athletics,Athletics Men's Discus Throw,Gold
Hans Kjeld Rasmussen,M,25,178,68,Denmark,1980,Moskva,Shooting,Shooting Mixed Skeet,Gold
Valentin Raychev,M,26,174,74,Bulgaria,1980,Moskva,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
Georgi Petkov Raykov,M,26,178,100,Bulgaria,1980,Moskva,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
Nataliya Nikolayevna Razumova (-Starshova),F,18,184,80,Soviet Union,1980,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
Esko Tapani Rechardt,M,22,186,85,Finland,1980,Moskva,Sailing,Sailing Mixed One Person Dinghy,Gold
Sybille Reinhardt (Tietze-),F,22,176,65,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold
"Rica Reinisch (-Assmann, -Neumann)",F,15,178,66,East Germany,1980,Moskva,Swimming,Swimming Women's 100 metres Backstroke,Gold
"Rica Reinisch (-Assmann, -Neumann)",F,15,178,66,East Germany,1980,Moskva,Swimming,Swimming Women's 200 metres Backstroke,Gold
"Rica Reinisch (-Assmann, -Neumann)",F,15,178,66,East Germany,1980,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Thierry Rey,M,21,172,66,France,1980,Moskva,Judo,Judo Men's Extra-Lightweight,Gold
Philippe Claude Riboud,M,23,193,97,France,1980,Moskva,Fencing,"Fencing Men's epee, Team",Gold
Ilona Richter (-Drfel),F,27,172,80,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Eights,Gold
Mait Riisman,M,23,179,83,Soviet Union,1980,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
Sonia Robertson (Chick-),F,33,168,60,Zimbabwe,1980,Moskva,Hockey,Hockey Women's Hockey,Gold
Sergey Nikolayevich Rogozhin,M,24,174,67,Soviet Union,1980,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Lyudmila Nikolayevna Rogozhina (-Muravyova),F,21,170,64,Soviet Union,1980,Moskva,Basketball,Basketball Women's Basketball,Gold
Euro Federico Roman,M,27,174,68,Italy,1980,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
Peter Rost,M,29,183,84,East Germany,1980,Moskva,Handball,Handball Men's Handball,Gold
Jrg Rthlisberger,M,25,183,88,Switzerland,1980,Moskva,Judo,Judo Men's Middleweight,Gold
Oldich Rott,M,29,172,65,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Angel Rupien (Janknait-),F,28,168,68,Soviet Union,1980,Moskva,Basketball,Basketball Women's Basketball,Gold
Yanko Rusev Rusev,M,21,164,67,Bulgaria,1980,Moskva,Weightlifting,Weightlifting Men's Lightweight,Gold
Sergey Aleksandrovich Rusin,M,20,185,72,Soviet Union,1980,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
tefan Rusu,M,24,178,74,Romania,1980,Moskva,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
Zdenk Rygel,M,29,175,70,Czechoslovakia,1980,Moskva,Football,Football Men's Football,Gold
Romy Saalfeld (-Topf),F,19,176,63,East Germany,1980,Moskva,Rowing,Rowing Women's Coxed Fours,Gold
