budget,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
0,16241,en,The Boys from Brazil,5.315213,1978/10/5,0,125,Released,If they survive...will we?,The Boys from Brazil,6.6,101
12000000,14191,en,Aquamarine,16.931846,2006/3/3,23006849,104,Released,A Fish-Out-Of-Water Comedy.,Aquamarine,5.8,364
12000000,286565,en,Paper Towns,64.610671,2015/6/18,85512300,109,Released,Get Lost. Get Found.,Paper Towns,6.1,1937
0,26710,en,My Baby's Daddy,4.480167,2004/1/9,51,86,Released,,My Baby's Daddy,4.3,15
12000000,129670,en,Nebraska,29.223881,2013/9/21,17654912,115,Released,Life's not about winning or losing. It's about how you get there in the end.,Nebraska,7.4,636
0,9059,en,Tales from the Crypt: Demon Knight,7.710797,1995/1/13,0,92,Released,Ready for your deadtime story?,Tales from the Crypt: Demon Knight,6.7,94
12000000,34549,en,Max Keeble's Big Move,1.081822,2001/10/5,17292381,86,Released,His World. His Rules.,Max Keeble's Big Move,5.4,33
12000000,57157,en,Young Adult,16.183746,2011/12/16,22939027,94,Released,Everyone gets old. Not everyone grows up.,Young Adult,5.6,364
12000000,1948,en,Crank,47.992817,2006/8/31,42931041,88,Released,"There are a thousand ways to raise your adrenaline. Today, Chev Chelios will need every single one.",Crank,6.6,1151
0,28353,en,How to Be a Player,1.20245,1997/8/6,13960203,93,Released,,Def Jam's How to Be a Player,5.3,8
12000000,46889,en,Living Out Loud,0.700792,1998/10/30,12902790,100,Released,,Living Out Loud,5.3,11
0,38093,en,Just Wright,10.409253,2010/5/14,21520719,100,Released,In this game every shot counts.,Just Wright,6.1,99
0,14976,en,Rachel Getting Married,14.345428,2008/10/3,0,113,Released,,Rachel Getting Married,6.1,163
12000000,11027,en,The Postman Always Rings Twice,6.803763,1981/3/20,0,122,Released,You Will Feel The Heat,The Postman Always Rings Twice,6.4,110
0,3635,en,Girl with a Pearl Earring,19.944479,2003/8/31,31466789,101,Released,Discover the mystery behind the legend.,Girl with a Pearl Earring,6.4,377
14000000,387,de,Das Boot,26.967494,1981/9/16,85000000,149,Released,When the hunters become the hunted,Das Boot,7.9,613
12000000,6020,en,Sorority Boys,3.444542,2002/3/22,0,93,Released,,Sorority Boys,4.6,47
0,122906,en,About Time,74.817641,2013/8/16,87100449,123,Released,What if every moment in life came with a second chance?,About Time,7.8,2067
0,9550,zh,十面埋伏,21.064082,2004/5/19,92863945,119,Released,,House of Flying Daggers,7.1,439
12000000,60599,en,Arbitrage,16.40512,2012/9/14,35485056,100,Released,Power is the best alibi.,Arbitrage,6.1,294
12000000,227719,en,Project Almanac,32.940597,2015/1/30,32248241,106,Released,Today is better the second time around,Project Almanac,6.4,933
12000000,14299,en,Cadillac Records,13.427427,2008/12/5,0,109,Released,,Cadillac Records,6.9,86
0,19419,en,Screwed,5.359381,2000/5/12,0,81,Released,,Screwed,4.9,23
8000000,12088,en,Fortress,8.708229,1992/9/30,6739141,95,Released,The high-tech prison thirty stories below ground. Built to withstand anything... Execpt an innocent man.,Fortress,5.7,168
12000000,14799,en,For Your Consideration,4.330428,2006/11/22,5542025,86,Released,,For Your Consideration,5.9,43
0,9466,en,Celebrity,7.594593,1998/9/7,0,113,Released,A funny look at people who will do anything to get famous... or stay famous.,Celebrity,6,111
12000000,7510,en,Running with Scissors,4.770195,2006/10/27,6754898,116,Released,Ever have one of those lives?,Running with Scissors,5.8,78
12000000,31246,en,From Justin to Kelly,1.623338,2003/6/20,4922166,90,Released,The tale of two American Idols.,From Justin to Kelly,3,23
12000000,61752,en,Girl 6,2.993939,1996/3/22,4939939,108,Released,"A fresh, sassy and sexy comedy!",Girl 6,5.7,16
12000000,10944,en,In the Cut,10.536092,2003/9/9,23,119,Released,Everything you know about desire is dead wrong.,In the Cut,4.6,89
12000000,10362,en,Two Lovers,8.290636,2008/11/19,3148182,110,Released,,Two Lovers,6.6,154
0,14778,en,Last Orders,3.603842,2001/9/10,0,109,Released,,Last Orders,6,22
11000000,1255,ko,괴물,27.65527,2006/7/27,88489643,119,Released,Monsters are real.,The Host,6.7,537
0,45226,en,The Pursuit of D.B. Cooper,1.379643,1981/11/13,0,100,Released,Who says you can't take it with you?,The Pursuit of D.B. Cooper,6.8,4
12000000,10212,en,Ravenous,9.164386,1999/3/16,0,100,Released,You Are Who You Eat,Ravenous,6.9,141
12000000,8669,en,Charlie Bartlett,9.779444,2008/2/22,0,97,Released,Popularity is a state of mind.,Charlie Bartlett,6.5,225
12400000,179144,it,La grande bellezza,32.523573,2013/5/21,8371085,142,Released,,The Great Beauty,7.3,720
0,16857,en,The Dangerous Lives of Altar Boys,2.24888,2002/6/14,0,104,Released,,The Dangerous Lives of Altar Boys,6.4,53
12000000,86825,en,Stoker,27.322212,2013/2/28,12077441,99,Released,Innocence Ends.,Stoker,6.5,882
12000000,844,zh,2046,12.664787,2004/5/20,19271312,129,Released,Are you still in the mood for love?,2046,6.9,206
12000000,8060,en,Married Life,3.004432,2007/9/12,0,90,Released,,Married Life,6.1,38
12000000,15907,en,Duma,4.795244,2005/4/22,0,100,Released,Some friendships are wilder than others,Duma,6.9,41
12000000,38448,en,Ondine,5.841285,2009/9/14,1644755,111,Released,The truth is not what you know. It's what you believe.,Ondine,6.5,84
12000000,327,ja,Brother,5.327714,2000/9/9,15250000,114,Released,Are You Japanese?,Brother,6.8,107
1200000,9260,en,Welcome to Collinwood,3.582733,2002/5/24,0,86,Released,Five guys. One safe. No brains.,Welcome to Collinwood,6.2,50
0,61337,en,Critical Care,2.678715,1997/10/31,0,107,Released,,Critical Care,6.1,9
8000000,13079,en,The Life Before Her Eyes,9.728143,2007/9/8,0,90,Released,Your life can change in an instant. That instant can last forever.,The Life Before Her Eyes,6.1,88
0,89325,en,Darling Companion,2.303865,2012/4/20,0,103,Released,,Darling Companion,5.3,22
12000000,4170,en,Trade,11.237374,2007/1/23,0,120,Released,"Each year, more than 1,000,000 people are trafficked across international borders... against their will.",Trade,6.8,67
0,41508,hu,Sorstalanság,1.906807,2005/2/10,0,140,Released,You can close your eyes. You can turn away. But you will never forget.,Fateless,6.5,28
12000000,12479,en,Breakfast of Champions,2.695896,1999/2/13,0,110,Released,,Breakfast of Champions,5.2,28
0,44555,zh,三枪拍案惊奇,1.416796,2009/12/11,0,95,Released,,"A Woman, a Gun and a Noodle Shop",4.8,13
7500000,10133,en,Cypher,11.636883,2002/10/1,0,95,Released,Never forget who you are,Cypher,6.7,192
12000000,21345,zh,南京!南京!,4.793348,2009/4/22,10652498,132,Released,,City of Life and Death,7.6,55
19000000,173931,zh,兔侠传奇,0.738652,2011/1/1,2570000,89,Released,From zero to hero.,Legend of a Rabbit,3,3
12000000,61984,ja,Space Battleship Yamato,5.158067,2010/12/1,11212294,131,Released,,Space Battleship Yamato,6.3,59
20000000,50601,en,5 Days of War,5.727602,2011/4/14,17479,113,Released,Their only weapon is the truth.,5 Days of War,5.8,62
12000000,26466,en,Triangle,25.496926,2009/10/16,0,99,Released,A Passage to Hell,Triangle,6.9,612
1200000,345003,en,10 Days in a Madhouse,0.489271,2015/11/20,0,111,Released,,10 Days in a Madhouse,4.3,5
12000000,236751,en,Heaven is for Real,11.150261,2014/4/16,101332962,99,Released,Unlock the mystery,Heaven is for Real,6,229
10000000,107,en,Snatch,53.595686,2000/9/1,83557872,103,Released,Stealin' Stones and Breakin' Bones.,Snatch,7.7,2912
0,357837,cs,Dancin' It's On,0.186234,2015/10/16,0,89,Post Production,Dancin' Like You've Never Seen Before,Dancin' It's On,4.3,2
11500000,8913,en,Pet Sematary,20.747994,1989/4/21,57469467,103,Released,Sometimes dead is better.,Pet Sematary,6.4,407
0,13889,ja,まあだだよ,2.930853,1993/4/17,0,134,Released,,Madadayo,7.5,20
11500000,18530,en,The Cry of the Owl,4.75919,2009/2/7,0,101,Released,What would you do if someone was watching you?,The Cry of the Owl,5.5,29
0,358451,zh,三城记,0.753362,2015/8/28,0,130,Released,,A Tale of Three Cities,6.3,5
11000000,927,en,Gremlins,45.072136,1984/6/7,153083102,106,Released,"Don't get him wet, keep him out of bright light, and never feed him after midnight.",Gremlins,6.9,1596
11000000,11,en,Star Wars,126.393695,1977/5/25,775398007,121,Released,"A long time ago in a galaxy far, far away...",Star Wars,8.1,6624
11500000,291870,en,Dirty Grandpa,56.805781,2016/1/21,94073028,102,Released,This is Jason. He's a little worried about his grandpa.,Dirty Grandpa,5.7,1406
11000000,907,en,Doctor Zhivago,12.854853,1965/12/22,111858363,197,Released,"Turbulent were the times and fiery was the love story of Zhivago, his wife and the passionate, tender Lara.",Doctor Zhivago,7.4,247
0,206563,pt,Trash,14.637357,2014/10/9,0,112,Released,You never know what you might find,Trash,7.1,242
0,11887,en,High School Musical 3: Senior Year,21.801188,2008/10/22,0,116,Released,,High School Musical 3: Senior Year,6.2,821
25000000,45317,en,The Fighter,31.019381,2010/12/17,93617009,116,Released,Every dream deserves a fighting chance.,The Fighter,7.2,1486
11000000,12094,en,Jackass Number Two,11.227087,2006/9/22,72778712,95,Released,Guess who just made number two?,Jackass Number Two,6.4,298
11000000,10377,en,My Cousin Vinny,19.231507,1992/3/13,64088552,120,Released,"Truth, Justice and the Gambini Way",My Cousin Vinny,7.3,384
11000000,249164,en,If I Stay,31.162838,2014/8/21,78874843,106,Released,Live for Love.,If I Stay,7.3,1368
12000000,256092,en,Drive Hard,3.94487,2014/5/26,0,96,Released,One Hell of A Ride,Drive Hard,3.9,74
11000000,9942,en,Major League,7.559192,1989/2/16,49797148,107,Released,A comedy with bats and balls.,Major League,6.6,217
0,10748,en,St. Trinian's,7.377587,2007/12/21,0,101,Released,Taking higher education to a new low.,St. Trinian's,5.6,142
13000000,1817,en,Phone Booth,38.018085,2002/9/9,97837138,81,Released,No options. No lies. No fear. No deals. Just keep talking.,Phone Booth,6.7,1062
11000000,10229,en,A Walk to Remember,33.283554,2002/1/25,41227069,101,Released,She didn't belong. She was misunderstood. And she would change him forever.,A Walk to Remember,7.5,1018
11000000,687,en,Dead Man Walking,15.864928,1995/12/29,39363635,122,Released,,Dead Man Walking,7.3,337
10500000,796,en,Cruel Intentions,23.449703,1999/3/5,75902208,97,Released,"In the game of seduction, There is only one rule: Never fall in love.",Cruel Intentions,6.6,827
11000000,22804,en,Saw VI,31.900899,2009/10/22,68233629,90,Released,The Game Has Come Full Circle,Saw VI,6,722
11000000,10156,en,History of the World: Part I,14.282314,1981/6/12,31672907,92,Released,"Ten million years in the making. The truth, the whole truth, and everything, but the truth!",History of the World: Part I,6.5,204
11000000,12837,en,The Secret Life of Bees,7.645979,2008/9/17,38105395,114,Released,"Bring Your Girlfriends, Sisters, Mothers and Daughters.",The Secret Life of Bees,7.4,158
11000000,17708,en,Corky Romano,3.495758,2001/10/12,23978402,86,Released,Undercover and Out The Way!,Corky Romano,4.1,54
12000000,13937,en,Raising Cain,7.558959,1992/8/7,37170057,91,Released,Demented. Deranged. Deceptive. De Palma.,Raising Cain,5.9,65
11,28932,en,F.I.S.T.,3.375208,1978/4/26,11,145,Released,,F.I.S.T.,6.4,29
12000000,31909,en,Invaders from Mars,4.234269,1986/1/1,4884663,100,Released,Their conquest has already begun... He know they're here.,Invaders from Mars,5.5,57
11000000,167073,en,Brooklyn,39.337949,2015/10/20,62076141,111,Released,"Two countries, two loves, one heart",Brooklyn,7.2,1213
11000000,3175,en,Barry Lyndon,29.543331,1975/12/18,20000000,184,Released,At long last Redmond Barry became a gentleman - and that was his tragedy.,Barry Lyndon,7.7,505
24000000,14369,en,Out Cold,4.12064,2001/11/21,14782676,89,Released,"They haven't quite figured it all out, but they're getting a little warmer.",Out Cold,5.8,53
24000000,16888,en,The Ladies Man,2.259537,2000/10/13,13700000,84,Released,He's cool. He's clean. He's a love machine.,The Ladies Man,5.7,34
11000000,121826,en,Quartet,7.722021,2012/9/8,59520298,98,Released,Four Friends Looking For A Little Harmony,Quartet,6.3,139
11000000,10646,en,Tomcats,7.063053,2001/3/30,23430766,95,Released,The Last Man Standing Gets The Kitty.,Tomcats,4.9,74
11000000,12149,en,Frailty,16.003958,2001/11/17,13110448,100,Released,No Soul Is Safe.,Frailty,7,334
11000000,304357,en,Woman in Gold,21.204929,2015/4/10,61619773,120,Released,Justice is priceless.,Woman in Gold,7.3,440
0,11184,en,Kinsey,6.799314,2004/9/4,0,118,Released,Let's talk about sex,Kinsey,6.6,131
11000000,766,en,Army of Darkness,33.758281,1992/10/9,0,81,Released,Trapped in time. Surrounded by evil. Low on gas.,Army of Darkness,7.3,838
14000000,20009,en,Slackers,9.371811,2002/2/1,6413915,86,Released,When all else fails... cheat.,Slackers,5.4,60
11000000,1587,en,What's Eating Gilbert Grape,33.282794,1993/12/17,30000000,118,Released,A film about the love you find...In the last place you look.,What's Eating Gilbert Grape,7.5,919
10000000,30973,en,The Visual Bible: The Gospel of John,3.208172,2003/9/11,4069090,125,Released,For God loved the world So much...,The Visual Bible: The Gospel of John,8.2,12
11000000,11109,en,Vera Drake,4.131918,2004/10/22,0,125,Released,Wife. Mother. Criminal.,Vera Drake,6.8,80
0,9027,en,The Guru,4.093288,2002/8/21,0,91,Released,"When he talks, women listen.",The Guru,5.1,75
11000000,63020,en,The Perez Family,1.187671,1995/5/12,2832826,113,Released,"On the way to finding a family, she found love.",The Perez Family,6.6,9
11000000,86829,en,Inside Llewyn Davis,36.319205,2013/10/6,32935319,105,Released,,Inside Llewyn Davis,7.2,834
0,11065,en,O,4.146752,2001/8/31,16017403,95,Released,Trust. Seduction. Betrayal.,O,5.8,75
11000000,13888,en,Return to the Blue Lagoon,9.705589,1991/8/2,2807854,98,Released,"Return to the Romance, Return to the Adventure...",Return to the Blue Lagoon,5.1,153
11000000,42345,en,The Molly Maguires,1.396985,1970/1/27,2200000,124,Released,,The Molly Maguires,5.9,16
0,13994,en,Romance & Cigarettes,4.056774,2005/9/13,2945242,105,Released,,Romance & Cigarettes,6,33
11000000,1590,en,Copying Beethoven,5.062687,2006/9/10,0,104,Released,,Copying Beethoven,6.2,42
0,62728,en,Brighton Rock,3.122152,2010/9/13,0,111,Released,Love. Murder. Revenge.,Brighton Rock,5.6,35
10800000,11917,en,Saw V,32.943848,2008/10/23,113857533,92,Released,You Won't Believe How It Ends,Saw V,5.9,820
0,45138,it,Gli intoccabili,0.700127,1969/4/1,0,116,Released,Even the Mafia Calls Him Mister!,Machine Gun McCain,7.3,6
11000000,80271,en,LOL,31.763201,2012/2/10,0,97,Released,"You can change your status, but not your heart.",LOL,5.9,881
0,4657,en,Jindabyne,8.950864,2006/7/20,0,123,Released,Under the surface of every life lies a mystery,Jindabyne,5.7,25
7400000,14395,hi,कभी अलविदा ना कहना,3.246903,2006/8/11,17000000,193,Released,A Love.... That Broke All Relationships,Kabhi Alvida Naa Kehna,6.1,42
14000000,24137,en,An Ideal Husband,4.519523,1999/4/15,18535191,97,Released,He just doesn't know it yet.,An Ideal Husband,6.3,46
0,190847,en,The Last Days on Mars,18.764453,2013/8/11,0,98,Released,The search for life is about to end.,The Last Days on Mars,5.2,302
0,11056,en,Darkness,6.340135,2002/10/2,0,102,Released,A house. A past. A secret. Will you dare enter?,Darkness,5.6,112
10500000,62,en,2001: A Space Odyssey,86.201184,1968/4/10,68700000,149,Released,An epic drama of adventure and exploration,2001: A Space Odyssey,7.9,2998
10500000,601,en,E.T. the Extra-Terrestrial,56.105798,1982/4/3,792910554,115,Released,He is afraid. He is alone. He is three million light years from home.,E.T. the Extra-Terrestrial,7.3,3269
10000000,13067,en,In the Land of Women,12.792446,2007/4/16,17500000,97,Released,Get ready to fall,In the Land of Women,5.8,160
0,25379,en,The Blue Butterfly,1.985552,2004/2/20,0,97,Released,,The Blue Butterfly,6.8,6
10500000,88641,en,There Goes My Baby,0.037073,1994/9/2,123509,99,Released,,There Goes My Baby,8.5,2
0,58051,hi,Housefull,0.12082,2010/4/30,0,135,Released,"He found the girl of his dreams, he fell in love and he got married... to all three.",Housefull,5.2,29
11000000,14877,en,September Dawn,3.646848,2007/5/17,0,110,Released,,September Dawn,5,16
12000000,96399,en,For Greater Glory - The True Story of Cristiada,5.759545,2012/6/1,9622846,145,Released,The True Story of Cristiada,For Greater Glory - The True Story of Cristiada,6.4,35
11000000,304410,fr,La Famille Bélier,25.302978,2014/12/17,0,105,Released,,The Bélier Family,7,766
10000000,489,en,Good Will Hunting,43.734886,1997/12/5,225933435,126,Released,"Some people can never believe in themselves, until someone believes in them.",Good Will Hunting,7.9,2811
11000000,373314,en,Misconduct,10.016909,2016/2/5,0,106,Released,Ambition can be deadly,Misconduct,5.3,149
10000000,214,en,Saw III,33.124871,2006/10/27,163876815,108,Released,Suffering? You Haven't Seen Anything Yet...,Saw III,6.1,1071
10000000,10890,en,Stripes,10.892398,1981/6/25,85300000,106,Released,The story of a man who wanted to keep the world safe for democracy...and meet girls.,Stripes,6.5,249
28000000,1588,en,Bring It On,14.754281,2000/8/25,90449929,98,Released,May the best moves win.,Bring It On,5.8,568
10000000,316727,en,The Purge: Election Year,53.727146,2016/6/29,118587880,105,Released,Keep America great,The Purge: Election Year,6.1,1306
10000000,10314,en,She's All That,8.9876,1999/1/29,103166989,95,Released,These two opposites attract... but EVERYONE'S trying to keep them apart!,She's All That,5.7,418
10000000,663,en,Saw IV,29.244768,2007/10/25,139352633,93,Released,You think it is over...but the games have just begun,Saw IV,5.9,903
10000000,11804,en,White Noise,14.447723,2005/1/7,91196419,101,Released,The line separating the living from the dead has been crossed.,White Noise,5.6,261
6000000,16781,en,Madea's Family Reunion,5.882208,2006/2/24,57231524,110,Released,,Madea's Family Reunion,6,77
13800000,11873,en,The Color of Money,17.3393,1986/10/7,52293982,119,Released,The Hustler isn't what he used to be. But he has the next best thing. A kid who is.,The Color of Money,6.7,291
10000000,9289,en,The Longest Day,19.524972,1962/9/25,50100000,178,Released,This is the day that changed the world... When history held its breath.,The Longest Day,7.2,234
10000000,10414,en,The Mighty Ducks,8.932837,1992/10/1,50752337,101,Released,They can't skate. They can't win. They can't be serious.,The Mighty Ducks,6.4,198
10000000,1970,en,The Grudge,35.695442,2004/10/22,183474602,92,Released,It never forgives. It never forgets.,The Grudge,5.8,865
12000000,9614,en,Happy Gilmore,26.598884,1996/2/16,41205099,92,Released,He doesn't play golf... he destroys it.,Happy Gilmore,6.5,755
10000000,8922,en,Jeepers Creepers,23.316208,2001/7/1,59217789,90,Released,What’s eating you?,Jeepers Creepers,6.1,720
10000000,1648,en,Bill & Ted's Excellent Adventure,25.929893,1989/2/17,40485039,90,Released,History is about to be rewritten by two guys who can't spell.,Bill & Ted's Excellent Adventure,6.7,454
10000000,17917,en,Oliver!,8.305998,1968/9/26,37402877,153,Released,Much Much More Than a Musical!,Oliver!,7,103
10000000,74534,en,The Best Exotic Marigold Hotel,21.258991,2011/11/28,136836156,124,Released,Share the journey. Share the laughter.,The Best Exotic Marigold Hotel,6.9,459
10000000,19405,en,Recess: School's Out,5.699058,2001/1/27,44460850,83,Released,Saving The World One Playground At A Time,Recess: School's Out,6.6,67
12305523,9355,en,Mad Max Beyond Thunderdome,36.582038,1985/6/29,36230219,107,Released,Two men enter. One man leaves.,Mad Max Beyond Thunderdome,5.9,748
10000000,10999,en,Commando,34.224204,1985/10/3,57500000,90,Released,Somewhere... somehow... someone's going to pay.,Commando,6.4,742
10000000,321258,en,The Boy,38.179483,2016/1/22,64188367,97,Released,Every child needs to feel loved.,The Boy,5.8,1102
10000000,44040,en,Devil,30.934688,2010/1/13,33583175,80,Released,Bad Things Happen For A Reason,Devil,5.8,816
20000000,10426,en,Friday After Next,7.499639,2002/11/22,33526835,85,Released,The party's back in the 'hood!,Friday After Next,6,100
10000000,280092,en,Insidious: Chapter 3,45.946524,2015/6/4,104303851,97,Released,This is how you die,Insidious: Chapter 3,6.2,983
10000000,13938,en,The Last Dragon,4.928777,1985/3/22,25754284,108,Released,His family thinks he's crazy. His enemies think he's no challenge. But she knows he's THE LAST DRAGON.,The Last Dragon,6.4,69
10000000,10163,en,The Lawnmower Man,10.125029,1992/3/5,32101000,108,Released,God made him simple. Science made him a god.,The Lawnmower Man,5.4,197
9000000,12182,en,Nick and Norah's Infinite Playlist,20.452449,2008/10/3,32973937,89,Released,Every night has a soundtrack.,Nick and Norah's Infinite Playlist,6.4,379
10000000,1832,en,Dogma,14.543435,1999/11/12,30652890,130,Released,It can be Hell getting into Heaven,Dogma,6.8,823
10000000,9034,en,The Banger Sisters,6.015354,2002/9/20,0,98,Released,Some friendships last forever... like it or not.,The Banger Sisters,5.5,62
10000000,15301,en,Twilight Zone: The Movie,12.902975,1983/6/24,29450919,101,Released,"You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!",Twilight Zone: The Movie,6.2,161
15000000,10135,en,Road House,6.216203,1989/5/19,30050028,114,Released,"Dalton lives like a loner, fights like a professional. And loves like there's no tomorrow.",Road House,6.3,252
10000000,26352,en,A Low Down Dirty Shame,3.290639,1994/11/23,29392418,100,Released,He's armed and dangerously funny.,A Low Down Dirty Shame,6,31
8500000,20616,en,Swimfan,4.844451,2002/9/6,34411240,84,Released,His biggest fan just became his worst nightmare.,Swimfan,5,70
12000000,9794,en,Employee of the Month,9.559737,2006/10/6,38368909,103,Released,A slacker competes with a repeat winner for the "Employee of the Month" title at work,Employee of the Month,5.3,153
10000000,15037,en,Can't Hardly Wait,11.350382,1998/6/12,25605015,100,Released,Yesterday's history.  Tomorrow's the future.  Tonight's the party.,Can't Hardly Wait,6.1,122
10000000,227,en,The Outsiders,13.455373,1983/3/25,33697647,91,Released,They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.,The Outsiders,6.9,291
65000000,294272,en,Pete's Dragon,31.974359,2016/8/10,143695338,102,Released,Some secrets are too big to keep.,Pete's Dragon,6.2,679
10000000,11336,en,The Dead Zone,16.78512,1983/10/21,20766616,103,Released,"In his mind, he has the power to see the future. In his hands, he has the power to change it.",The Dead Zone,6.9,311
10000000,283445,en,Sinister 2,26.090495,2015/8/19,52882018,97,Released,"Be careful, children at play.",Sinister 2,5.4,581
14000000,88036,en,Sparkle,2.698185,2012/8/17,24637469,116,Released,Celebrate the legend.,Sparkle,5.8,36
0,10984,en,Valentine,5.904126,2001/2/1,0,96,Released,Remember that kid everyone ignored on Valentine’s Day? - He remembers you.,Valentine,5,114
10000000,22824,en,The Fourth Kind,22.888173,2009/11/6,42333295,98,Released,There are four kinds of alien encounters. The fourth kind is abduction.,The Fourth Kind,5.8,441
10000000,9526,en,A Prairie Home Companion,5.025446,2006/6/9,0,105,Released,Radio Like You've Never Seen It Before,A Prairie Home Companion,6.4,81
0,39349,en,Sugar Hill,2.580808,1994/2/25,0,123,Released,He wanted power. He wanted revenge. Now he just wants out.,Sugar Hill,5.2,13
0,15983,en,Invasion U.S.A.,4.192064,1985/9/27,0,107,Released,America wasn't ready...but HE was!,Invasion U.S.A.,5.3,49
0,14544,en,Roll Bounce,2.596338,2005/9/23,0,112,Released,,Roll Bounce,6.1,27
9000000,11545,en,Rushmore,18.289303,1998/9/17,17096053,93,Released,Love. Expulsion. Revolution.,Rushmore,7.5,676
10000000,42684,en,Skyline,26.268209,2010/11/11,66821036,100,Released,Don't look up,Skyline,4.7,507
10000000,268238,en,The Second Best Exotic Marigold Hotel,17.592299,2015/2/26,85978266,122,Released,,The Second Best Exotic Marigold Hotel,6.3,272
0,8359,en,Kit Kittredge: An American Girl,6.27141,2008/7/2,0,101,Released,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.",Kit Kittredge: An American Girl,6.4,34
0,15648,en,The Perfect Man,11.158906,2005/6/17,0,100,Released,Is it all too good to be true?,The Perfect Man,5.5,203
10000000,41823,en,Mo' Better Blues,3.079862,1990/8/3,16153593,129,Released,,Mo' Better Blues,6.3,47
0,11891,en,Kung Pow: Enter the Fist,8.288813,2002/1/25,0,81,Released,,Kung Pow: Enter the Fist,6.1,159
11000000,9362,en,Tremors,32.579697,1990/1/19,48572000,96,Released,The monster movie that breaks new ground.,Tremors,6.6,864
12600000,9902,en,Wrong Turn,33.555764,2003/5/30,28650575,84,Released,It's the last one you'll ever take.,Wrong Turn,6,635
10000000,14729,en,The Long Riders,2.959547,1980/5/12,15795189,99,Released,"""All the world likes an outlaw. For some damn reason they remember 'em."" - Jesse James",The Long Riders,6.6,50
25000000,9455,en,The Corruptor,4.068107,1999/3/12,15156200,110,Released,You can't play by the rules if there aren't any.,The Corruptor,6,57
10000000,103731,en,Mud,17.663353,2013/5/1,21587700,130,Released,,Mud,7,1068
10000000,10090,en,Reno 911!: Miami,4.207456,2007/2/23,20342161,84,Released,"In a time of crisis, America will call Reno 911!",Reno 911!: Miami,5.6,72
10000000,164558,en,One Direction: This Is Us,7.944457,2013/8/28,0,92,Released,A motion picture event.,One Direction: This Is Us,8,201
10000000,19905,en,"The Goods: Live Hard, Sell Hard",3.352702,2009/8/14,0,90,Released,,"The Goods: Live Hard, Sell Hard",5.4,58
0,17710,en,Hey Arnold! The Movie,5.856363,2002/6/28,0,76,Released,A Big Problem Calls For a Big Head,Hey Arnold! The Movie,5.6,62
6400000,75900,en,My Week with Marilyn,21.006078,2011/10/17,35057696,99,Released,,My Week with Marilyn,6.6,406
10000000,9515,en,The Matador,5.647538,2005/5/12,17297244,96,Released,A hitman and a salesman walk into a bar...,The Matador,6.2,136
10000000,27322,en,Love Jones,1.000178,1997/3/14,0,104,Released,Get Together. Fall Apart. Start Over.,Love Jones,8.1,12
5000000,328425,en,The Gift,27.247013,2015/7/30,58978653,108,Released,Not every gift is welcome.,The Gift,6.7,1049
0,14120,en,End of the Spear,1.83428,2005/12/2,0,108,Released,,End of the Spear,6.1,15
10000000,10050,en,Get Over It,11.592129,2001/3/8,0,87,Released,"Young, Free And Single. Again.",Get Over It,5.5,75
10000000,1542,en,Office Space,18.366362,1999/2/19,12827813,89,Released,Work sucks.,Office Space,7.4,1050
10000000,10490,en,Drop Dead Gorgeous,6.736274,1999/7/23,10571408,98,Released,The battle between the good and the bad is bound to get ugly.,Drop Dead Gorgeous,6.4,86
10000000,87093,en,Big Eyes,28.570174,2014/12/24,28883511,105,Released,She created it. He sold it. And they bought it.,Big Eyes,6.8,1196
30000000,10029,en,Very Bad Things,5.671691,1998/9/11,9898412,100,Released,They've been bad. Very bad.,Very Bad Things,6.2,179
0,9893,en,Sleepover,5.842299,2004/7/9,0,89,Released,The rules are set. The game is on.,Sleepover,5.3,101
10000000,11507,en,Body Double,9.525626,1984/10/25,8801940,114,Released,You can't believe everything you see.,Body Double,6.4,137
10000000,37931,en,MacGruber,14.038512,2010/5/21,6110000,90,Released,He's the ultimate tool.,MacGruber,5.1,179
0,3472,en,Dirty Pretty Things,9.177896,2002/9/5,0,97,Released,Every dream has its price.,Dirty Pretty Things,6.8,131
6000000,87818,en,Movie 43,35.350303,2013/1/1,32438988,90,Released,The biggest cast ever assembled for the most outrageous comedy ever made.,Movie 43,4.4,797
10000000,13160,en,Over Her Dead Body,12.067921,2008/2/1,0,95,Released,She's passed on... But she's not moving on.,Over Her Dead Body,5.3,145
10000000,88005,en,Seeking a Friend for the End of the World,30.863082,2012/6/22,9636289,101,Released,Nice knowing you.,Seeking a Friend for the End of the World,6.3,700
0,52067,en,Cedar Rapids,10.254807,2011/2/11,6861102,87,Released,Today is the first day... of the rest of his weekend.,Cedar Rapids,5.9,135
20000000,73,en,American History X,73.567232,1998/10/30,23875127,119,Released,Some Legacies Must End.,American History X,8.2,3016
0,134597,en,The Collection,16.361743,2012/9/21,6842058,94,Released,Every great collector has a vision.,The Collection,5.9,289
10000000,24034,en,Teacher's Pet,1.374409,2004/1/16,0,74,Released,A musical tail about one dog's dream of becoming a boy,Teacher's Pet,5.5,2
