Class,Order,Family,Genus,Species,Common name,Gestation/Incubation (days),Maximum longevity (yrs),Data quality
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,pelagicus,Pelagic cormorant,22,17.8,acceptable
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,penicillatus,Brandt's cormorant,30,18,acceptable
Aves,Suliformes,Sulidae,Morus,bassanus,Northern gannet,43,37.4,acceptable
Aves,Suliformes,Sulidae,Sula,dactylatra,Masked booby,43,25.5,acceptable
Aves,Suliformes,Sulidae,Sula,leucogaster,Brown booby,41,27.2,acceptable
Aves,Suliformes,Sulidae,Sula,nebouxii,Blue-footed booby,41,18,acceptable
Aves,Suliformes,Sulidae,Sula,sula,Red-footed booby,44,23,acceptable
Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,brevirostrum,Shortnose sturgeon,13,67,acceptable
Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,fulvescens,Lake sturgeon,6,152,acceptable
Mammalia,Afrosoricida,Tenrecidae,Echinops,telfairi,Lesser hedgehog tenrec,55,19,acceptable
Mammalia,Afrosoricida,Tenrecidae,Microgale,dobsoni,Dobson's shrew tenrec,61,5.6,acceptable
Mammalia,Afrosoricida,Tenrecidae,Microgale,talazaci,Talazac's shrew tenrec,61,5.8,acceptable
Mammalia,Afrosoricida,Tenrecidae,Setifer,setosus,Greater hedgehog tenrec,54,14.1,acceptable
Mammalia,Afrosoricida,Tenrecidae,Tenrec,ecaudatus,Tenrec,58,8.7,acceptable
Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,235,15.5,acceptable
Mammalia,Artiodactyla,Bovidae,Addax,nasomaculatus,Addax,282,28,high
Mammalia,Artiodactyla,Bovidae,Aepyceros,melampus,Impala,198,25.6,high
Mammalia,Artiodactyla,Bovidae,Alcelaphus,buselaphus,Hartebeest,247,22.5,acceptable
Mammalia,Artiodactyla,Bovidae,Ammotragus,lervia,Aoudad,149,21.7,acceptable
Mammalia,Artiodactyla,Bovidae,Antidorcas,marsupialis,Springbok,168,19.8,high
Mammalia,Artiodactyla,Bovidae,Antilope,cervicapra,Blackbuck,168,23.9,high
Mammalia,Artiodactyla,Bovidae,Bison,bison,American bison,274,33.5,high
Mammalia,Artiodactyla,Bovidae,Bison,bonasus,European bison,270,26.4,acceptable
Mammalia,Artiodactyla,Bovidae,Bos,frontalis,Gaur,275,26.2,acceptable
Mammalia,Artiodactyla,Bovidae,Bos,grunniens,Yak,274,26.3,high
Mammalia,Artiodactyla,Bovidae,Bos,javanicus,Banteng,295,27.1,acceptable
Mammalia,Artiodactyla,Bovidae,Boselaphus,tragocamelus,Nilgai,255,21.7,high
Mammalia,Artiodactyla,Bovidae,Bubalus,bubalis,Water buffalo,311,34.9,acceptable
Mammalia,Artiodactyla,Bovidae,Bubalus,depressicornis,Anoa,300,36.1,acceptable
Mammalia,Artiodactyla,Bovidae,Bubalus,quarlesi,Mountain anoa,295,29.2,acceptable
Mammalia,Artiodactyla,Bovidae,Budorcas,taxicolor,Takin,210,21.9,acceptable
Mammalia,Artiodactyla,Bovidae,Capra,caucasica,West Caucasian tur,157,19.3,acceptable
Mammalia,Artiodactyla,Bovidae,Capra,cylindricornis,East Caucasian tur,161,20.2,acceptable
Mammalia,Artiodactyla,Bovidae,Capra,falconeri,Markhor,163,19.1,high
Mammalia,Artiodactyla,Bovidae,Capra,hircus,Domestic goat,155,20.8,high
Mammalia,Artiodactyla,Bovidae,Capra,ibex,Ibex,169,20.9,high
Mammalia,Artiodactyla,Bovidae,Capra,nubiana,Nubian ibex,150,22.4,acceptable
Mammalia,Artiodactyla,Bovidae,Capra,sibirica,Siberian ibex,175,22.3,acceptable
Mammalia,Artiodactyla,Bovidae,Capricornis,crispus,Japanese serow,215,24,acceptable
Mammalia,Artiodactyla,Bovidae,Capricornis,sumatraensis,Serow,213,18.5,acceptable
Mammalia,Artiodactyla,Bovidae,Cephalophus,dorsalis,Bay duiker,236,17.5,acceptable
Mammalia,Artiodactyla,Bovidae,Cephalophus,natalensis,Natal duiker,213,15.2,acceptable
Mammalia,Artiodactyla,Bovidae,Cephalophus,niger,Black duiker,128,14.8,acceptable
Mammalia,Artiodactyla,Bovidae,Cephalophus,rufilatus,Red-flanked duiker,230,15.2,acceptable
Mammalia,Artiodactyla,Bovidae,Cephalophus,silvicultor,Yellow-backed duiker,165,22.5,acceptable
Mammalia,Artiodactyla,Bovidae,Connochaetes,gnou,Black wildebeest,259,21.8,acceptable
Mammalia,Artiodactyla,Bovidae,Connochaetes,taurinus,Blue wildebeest,253,24.3,high
Mammalia,Artiodactyla,Bovidae,Damaliscus,lunatus,Topi,238,23.6,acceptable
Mammalia,Artiodactyla,Bovidae,Damaliscus,pygargus,Sassaby or blesbok,243,23,high
Mammalia,Artiodactyla,Bovidae,Eudorcas,rufifrons,Red-fronted gazelle,175,14.5,acceptable
Mammalia,Artiodactyla,Bovidae,Eudorcas,thomsonii,Thomson's gazelle,170,20,acceptable
Mammalia,Artiodactyla,Bovidae,Gazella,cuvieri,Cuvier's gazelle,171,17.9,acceptable
Mammalia,Artiodactyla,Bovidae,Gazella,dorcas,Dorcas gazelle,182,23.7,high
Mammalia,Artiodactyla,Bovidae,Gazella,gazella,Mountain gazelle,180,18.3,high
Mammalia,Artiodactyla,Bovidae,Gazella,leptoceros,Rhim gazelle,176,14.6,acceptable
Mammalia,Artiodactyla,Bovidae,Gazella,subgutturosa,Goitered gazelle,175,16.3,high
Mammalia,Artiodactyla,Bovidae,Hemitragus,hylocrius,Nilgiri tahr,188,17.3,acceptable
Mammalia,Artiodactyla,Bovidae,Hemitragus,jemlahicus,Himalayan tahr,183,21.8,acceptable
Mammalia,Artiodactyla,Bovidae,Hippotragus,equinus,Roan antelope,284,25.9,acceptable
Mammalia,Artiodactyla,Bovidae,Hippotragus,niger,Sable antelope,271,22.2,high
Mammalia,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,Waterbuck,264,30,high
Mammalia,Artiodactyla,Bovidae,Kobus,kob,Kob,251,21.9,acceptable
Mammalia,Artiodactyla,Bovidae,Kobus,leche,Lechwe,229,25.4,high
Mammalia,Artiodactyla,Bovidae,Kobus,megaceros,Nile lechwe,235,21.1,high
Mammalia,Artiodactyla,Bovidae,Litocranius,walleri,Gerenuk,204,17.3,acceptable
Mammalia,Artiodactyla,Bovidae,Madoqua,guentheri,Gunther's dik-dik,178,17.5,acceptable
Mammalia,Artiodactyla,Bovidae,Madoqua,kirkii,Kirk's dik-dik,172,17.3,acceptable
Mammalia,Artiodactyla,Bovidae,Naemorhedus,baileyi,Red goral,213,19,acceptable
Mammalia,Artiodactyla,Bovidae,Naemorhedus,goral,Goral,215,17.6,acceptable
Mammalia,Artiodactyla,Bovidae,Nanger,dama,Dama gazelle,208,19.3,acceptable
Mammalia,Artiodactyla,Bovidae,Nanger,granti,Grant's gazelle,196,19.7,acceptable
Mammalia,Artiodactyla,Bovidae,Nanger,soemmerringii,Soemmering's gazelle,190,15.5,acceptable
Mammalia,Artiodactyla,Bovidae,Neotragus,moschatus,Suni,180,13.5,acceptable
Mammalia,Artiodactyla,Bovidae,Neotragus,pygmaeus,Royal antelope,183,11.1,acceptable
Mammalia,Artiodactyla,Bovidae,Oreamnos,americanus,Mountain goat,184,20.8,acceptable
Mammalia,Artiodactyla,Bovidae,Oreotragus,oreotragus,Klipspringer,196,25.9,acceptable
Mammalia,Artiodactyla,Bovidae,Oryx,dammah,Scimitar-horned oryx,247,27.5,high
Mammalia,Artiodactyla,Bovidae,Oryx,gazella,Gemsbok,270,23.8,high
Mammalia,Artiodactyla,Bovidae,Oryx,leucoryx,Arabian oryx,243,20.8,high
Mammalia,Artiodactyla,Bovidae,Ourebia,ourebi,Oribi,193,15.9,acceptable
Mammalia,Artiodactyla,Bovidae,Ovibos,moschatus,Muskox,258,27.4,acceptable
Mammalia,Artiodactyla,Bovidae,Ovis,ammon,Argali,170,16.8,acceptable
Mammalia,Artiodactyla,Bovidae,Ovis,aries,Domestic sheep or mouflon,146,22.8,high
Mammalia,Artiodactyla,Bovidae,Ovis,canadensis,Bighorn sheep,180,20.6,acceptable
Mammalia,Artiodactyla,Bovidae,Ovis,dalli,Dall's sheep,173,19.6,acceptable
Mammalia,Artiodactyla,Bovidae,Philantomba,maxwellii,Maxwell's duiker,120,18.3,acceptable
Mammalia,Artiodactyla,Bovidae,Philantomba,monticola,Blue duiker,193,15.9,acceptable
Mammalia,Artiodactyla,Bovidae,Procapra,gutturosa,Mongolian gazelle,185,12,acceptable
Mammalia,Artiodactyla,Bovidae,Pseudois,nayaur,Bharal,160,20.9,acceptable
Mammalia,Artiodactyla,Bovidae,Raphicerus,campestris,Steenbok,197,9.3,acceptable
Mammalia,Artiodactyla,Bovidae,Redunca,arundinum,Southern reedbuck,224,16.8,acceptable
Mammalia,Artiodactyla,Bovidae,Redunca,fulvorufula,Mountain reedbuck,216,15,acceptable
Mammalia,Artiodactyla,Bovidae,Rupicapra,rupicapra,Chamois,122,17.6,acceptable
Mammalia,Artiodactyla,Bovidae,Sylvicapra,grimmia,Bush duiker,165,15.4,acceptable
Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,African buffalo,331,32.8,acceptable
Mammalia,Artiodactyla,Bovidae,Taurotragus,derbianus,Giant eland,264,20.3,acceptable
Mammalia,Artiodactyla,Bovidae,Taurotragus,oryx,Eland,274,26.1,high
Mammalia,Artiodactyla,Bovidae,Tetracerus,quadricornis,Four-horned antelope,212,17.4,acceptable
Mammalia,Artiodactyla,Bovidae,Tragelaphus,angasii,Nyala,224,18.5,acceptable
Mammalia,Artiodactyla,Bovidae,Tragelaphus,eurycerus,Bongo,288,21.9,high
Mammalia,Artiodactyla,Bovidae,Tragelaphus,imberbis,Lesser kudu,235,19.8,acceptable
Mammalia,Artiodactyla,Bovidae,Tragelaphus,scriptus,Bushbuck,188,15.3,acceptable
Mammalia,Artiodactyla,Bovidae,Tragelaphus,spekii,Sitatunga,242,22.6,high
Mammalia,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,Greater kudu,228,23.5,high
Mammalia,Artiodactyla,Camelidae,Camelus,bactrianus,Bactrian camel,395,35.4,high
Mammalia,Artiodactyla,Camelidae,Camelus,dromedarius,Dromedary,405,28.4,acceptable
Mammalia,Artiodactyla,Camelidae,Lama,glama,Llama,330,28.9,high
Mammalia,Artiodactyla,Camelidae,Lama,guanicoe,Guanaco,335,33.7,high
Mammalia,Artiodactyla,Camelidae,Vicugna,pacos,Alpaca,345,25.8,high
Mammalia,Artiodactyla,Camelidae,Vicugna,vicugna,Vicugna,340,31.6,acceptable
Mammalia,Artiodactyla,Cervidae,Axis,axis,Chital,226,20.8,high
Mammalia,Artiodactyla,Cervidae,Axis,calamianensis,Calamian deer,224,17.2,acceptable
Mammalia,Artiodactyla,Cervidae,Axis,kuhlii,Bawean deer,227,17.8,acceptable
Mammalia,Artiodactyla,Cervidae,Axis,porcinus,Hog deer,232,22.9,acceptable
Mammalia,Artiodactyla,Cervidae,Capreolus,capreolus,Western roe deer,153,17.5,acceptable
Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,Red deer,245,31.5,high
Mammalia,Artiodactyla,Cervidae,Cervus,nippon,Sika deer,210,26.3,high
Mammalia,Artiodactyla,Cervidae,Dama,dama,Fallow deer,233,21.1,high
Mammalia,Artiodactyla,Cervidae,Elaphodus,cephalophus,Tufted deer,180,22.7,acceptable
Mammalia,Artiodactyla,Cervidae,Elaphurus,davidianus,Pere David's deer,288,27.5,high
Mammalia,Artiodactyla,Cervidae,Hydropotes,inermis,Chinese water deer,190,13.9,acceptable
Mammalia,Artiodactyla,Cervidae,Mazama,americana,Red brocket,225,17.1,acceptable
Mammalia,Artiodactyla,Cervidae,Mazama,gouazoubira,Gray brocket,212,14.8,acceptable
Mammalia,Artiodactyla,Cervidae,Muntiacus,muntjak,Indian muntjac,210,18.8,acceptable
Mammalia,Artiodactyla,Cervidae,Muntiacus,reevesi,Reeves's muntjac,199,23.2,high
Mammalia,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,207,22,acceptable
Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,198,23,high
Mammalia,Artiodactyla,Cervidae,Ozotoceros,bezoarticus,Pampas deer,213,21.9,acceptable
Mammalia,Artiodactyla,Cervidae,Przewalskium,albirostre,Thorold's deer,253,21.3,acceptable
Mammalia,Artiodactyla,Cervidae,Pudu,puda,Southern pudu,200,18.3,acceptable
Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,Caribou and reindeer,228,21.8,high
Mammalia,Artiodactyla,Cervidae,Rucervus,duvaucelii,Barasingha,250,24.5,high
Mammalia,Artiodactyla,Cervidae,Rucervus,eldii,Eld's deer,241,20.5,high
Mammalia,Artiodactyla,Cervidae,Rusa,alfredi,Visayan spotted deer,243,18.5,acceptable
Mammalia,Artiodactyla,Cervidae,Rusa,timorensis,Timor deer,251,21.1,acceptable
Mammalia,Artiodactyla,Cervidae,Rusa,unicolor,Sambar,232,26.4,acceptable
Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,Giraffe,457,39.5,high
Mammalia,Artiodactyla,Giraffidae,Okapia,johnstoni,Okapi,458,33.5,acceptable
Mammalia,Artiodactyla,Hippopotamidae,Hexaprotodon,liberiensis,Pygmy hippopotamus,199,42.3,acceptable
Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,Hippopotamus,234,61.2,acceptable
Mammalia,Artiodactyla,Suidae,Babyrousa,babyrussa,Babirusa,153,22.9,acceptable
Mammalia,Artiodactyla,Suidae,Phacochoerus,africanus,Wart hog,164,20.9,high
Mammalia,Artiodactyla,Suidae,Potamochoerus,porcus,Red river hog,122,22,high
Mammalia,Artiodactyla,Suidae,Sus,barbatus,Bearded pig,122,16.2,acceptable
Mammalia,Artiodactyla,Suidae,Sus,salvanius,Pygmy hog,108,14,acceptable
Mammalia,Artiodactyla,Suidae,Sus,scrofa,Wild boar,115,27,high
Mammalia,Artiodactyla,Suidae,Sus,verrucosus,Javan pig,120,17,acceptable
Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Collared peccary,145,31.5,high
Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,White-lipped peccary,158,28.5,acceptable
Mammalia,Artiodactyla,Tragulidae,Moschiola,meminna,Indian spotted chevrotain,150,14.5,acceptable
Mammalia,Artiodactyla,Tragulidae,Tragulus,javanicus,Lesser mouse-deer,144,14,acceptable
Mammalia,Artiodactyla,Tragulidae,Tragulus,napu,Greater mouse-deer,153,16.7,acceptable
Mammalia,Carnivora,Ailuridae,Ailurus,fulgens,Red panda,116,19,high
Mammalia,Carnivora,Canidae,Canis,adustus,Side-striped jackal,64,13.7,acceptable
Mammalia,Carnivora,Canidae,Canis,aureus,Golden jackal,63,18.8,acceptable
Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic dog,63,24,acceptable
Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,63,21.8,acceptable
Mammalia,Carnivora,Canidae,Canis,lupus,Gray wolf,62,20.6,high
Mammalia,Carnivora,Canidae,Canis,mesomelas,Black-backed jackal,60,16.7,acceptable
Mammalia,Carnivora,Canidae,Cerdocyon,thous,Crab-eating fox,55,12.7,acceptable
Mammalia,Carnivora,Canidae,Chrysocyon,brachyurus,Maned wolf,64,16.8,acceptable
Mammalia,Carnivora,Canidae,Cuon,alpinus,Dhole,61,16.1,acceptable
Mammalia,Carnivora,Canidae,Lycalopex,culpaeus,Culpeo,61,13.1,acceptable
Mammalia,Carnivora,Canidae,Lycalopex,griseus,Argentinian gray fox,56,10.9,acceptable
Mammalia,Carnivora,Canidae,Lycalopex,gymnocercus,Pampas fox,57,13.7,acceptable
Mammalia,Carnivora,Canidae,Lycaon,pictus,African wild dog,72,17,high
Mammalia,Carnivora,Canidae,Nyctereutes,procyonoides,Raccoon dog,61,16.6,acceptable
Mammalia,Carnivora,Canidae,Otocyon,megalotis,Bat-eared fox,68,17,acceptable
Mammalia,Carnivora,Canidae,Speothos,venaticus,Bush dog,68,14.1,acceptable
Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,Gray fox,57,16.2,acceptable
Mammalia,Carnivora,Canidae,Vulpes,corsac,Corsac fox,53,13,acceptable
Mammalia,Carnivora,Canidae,Vulpes,lagopus,Arctic fox,52,16.3,acceptable
Mammalia,Carnivora,Canidae,Vulpes,macrotis,Kit fox,54,15.8,acceptable
Mammalia,Carnivora,Canidae,Vulpes,pallida,Pale fox,52,16,acceptable
Mammalia,Carnivora,Canidae,Vulpes,velox,Swift fox,55,15.9,acceptable
Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red fox,52,21.3,acceptable
Mammalia,Carnivora,Canidae,Vulpes,zerda,Fennec,51,16.3,acceptable
Mammalia,Carnivora,Eupleridae,Cryptoprocta,ferox,Fossa,90,23.1,acceptable
Mammalia,Carnivora,Eupleridae,Fossa,fossana,Malagasy civet,82,21.4,acceptable
Mammalia,Carnivora,Eupleridae,Galidia,elegans,Ring-tailed mongoose,72,26,acceptable
Mammalia,Carnivora,Felidae,Acinonyx,jubatus,Cheetah,88,20.5,high
Mammalia,Carnivora,Felidae,Caracal,caracal,Caracal,74,20.3,acceptable
Mammalia,Carnivora,Felidae,Catopuma,temminckii,Asiatic golden cat,95,23,acceptable
Mammalia,Carnivora,Felidae,Felis,chaus,Jungle cat,60,20,acceptable
Mammalia,Carnivora,Felidae,Felis,manul,Pallas' cat,72,15.9,acceptable
Mammalia,Carnivora,Felidae,Felis,margarita,Sand cat,67,13.9,acceptable
Mammalia,Carnivora,Felidae,Felis,nigripes,Black-footed cat,66,15.6,acceptable
Mammalia,Carnivora,Felidae,Felis,silvestris,Wild cat,64,19,acceptable
Mammalia,Carnivora,Felidae,Leopardus,geoffroyi,Geoffroy's cat,75,23,acceptable
Mammalia,Carnivora,Felidae,Leopardus,pardalis,Ocelot,77,28.2,acceptable
Mammalia,Carnivora,Felidae,Leopardus,tigrinus,Little spotted cat,75,21.9,acceptable
Mammalia,Carnivora,Felidae,Leopardus,wiedii,Margay,81,24,acceptable
Mammalia,Carnivora,Felidae,Leptailurus,serval,Serval,70,22.4,high
Mammalia,Carnivora,Felidae,Lynx,canadensis,Canada lynx,63,26.8,acceptable
Mammalia,Carnivora,Felidae,Lynx,lynx,Eurasian lynx,66,23.7,high
Mammalia,Carnivora,Felidae,Lynx,rufus,Bobcat,65,32.3,acceptable
Mammalia,Carnivora,Felidae,Neofelis,nebulosa,Clouded leopard,89,19.8,acceptable
Mammalia,Carnivora,Felidae,Panthera,leo,Lion,109,27,high
Mammalia,Carnivora,Felidae,Panthera,onca,Jaguar,99,28,high
Mammalia,Carnivora,Felidae,Panthera,pardus,Leopard,97,27.3,high
Mammalia,Carnivora,Felidae,Panthera,tigris,Tiger,105,26.3,high
Mammalia,Carnivora,Felidae,Prionailurus,bengalensis,Leopard cat,62,17,acceptable
Mammalia,Carnivora,Felidae,Prionailurus,planiceps,Flat-headed cat,56,14,acceptable
Mammalia,Carnivora,Felidae,Prionailurus,rubiginosus,Rusty-spotted cat,68,17.9,acceptable
Mammalia,Carnivora,Felidae,Prionailurus,viverrinus,Fishing cat,72,17.2,acceptable
Mammalia,Carnivora,Felidae,Profelis,aurata,African golden cat,81,21,acceptable
Mammalia,Carnivora,Felidae,Puma,concolor,Cougar,92,23.8,acceptable
Mammalia,Carnivora,Felidae,Puma,yagouaroundi,Jaguarundi,73,18.6,acceptable
Mammalia,Carnivora,Felidae,Uncia,uncia,Snow leopard,96,21.2,high
Mammalia,Carnivora,Herpestidae,Atilax,paludinosus,Marsh mongoose,76,20.8,acceptable
Mammalia,Carnivora,Herpestidae,Crossarchus,obscurus,Long-nosed cusimanse,58,13.3,acceptable
Mammalia,Carnivora,Herpestidae,Cynictis,penicillata,Yellow mongoose,56,15.2,acceptable
Mammalia,Carnivora,Herpestidae,Galerella,pulverulenta,Cape gray mongoose,61,11.7,acceptable
Mammalia,Carnivora,Herpestidae,Galerella,sanguinea,Slender mongoose,65,12.6,acceptable
Mammalia,Carnivora,Herpestidae,Helogale,parvula,Dwarf mongoose,55,18,high
Mammalia,Carnivora,Herpestidae,Herpestes,edwardsi,Indian gray mongoose,59,12.3,acceptable
Mammalia,Carnivora,Herpestidae,Herpestes,javanicus,Javan mongoose,49,16.6,acceptable
Mammalia,Carnivora,Herpestidae,Herpestes,urva,Crab-eating mongoose,66,13.3,acceptable
Mammalia,Carnivora,Herpestidae,Mungos,mungo,Banded mongoose,60,17.4,high
Mammalia,Carnivora,Herpestidae,Suricata,suricatta,Meerkat,77,20.6,high
Mammalia,Carnivora,Hyaenidae,Crocuta,crocuta,Spotted hyena,110,41.1,acceptable
Mammalia,Carnivora,Hyaenidae,Hyaena,brunnea,Brown hyena,92,31.9,acceptable
Mammalia,Carnivora,Hyaenidae,Hyaena,hyaena,Striped hyena,90,25,acceptable
Mammalia,Carnivora,Hyaenidae,Proteles,cristata,Aardwolf,84,20,acceptable
Mammalia,Carnivora,Mephitidae,Conepatus,leuconotus,Hog-nosed skunk,56,10.2,acceptable
Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,Striped skunk,63,13.9,acceptable
Mammalia,Carnivora,Mephitidae,Spilogale,putorius,Eastern spotted skunk,31,10.5,acceptable
Mammalia,Carnivora,Mustelidae,Aonyx,capensis,African clawless otter,63,14.2,acceptable
Mammalia,Carnivora,Mustelidae,Aonyx,cinereus,Oriental small-clawed otter,63,23,acceptable
Mammalia,Carnivora,Mustelidae,Arctonyx,collaris,Hog badger,42,15.8,acceptable
Mammalia,Carnivora,Mustelidae,Eira,barbara,Tayra,66,22.3,acceptable
Mammalia,Carnivora,Mustelidae,Enhydra,lutris,Sea otter,140,27,acceptable
Mammalia,Carnivora,Mustelidae,Galictis,vittata,Greater grison,40,12.5,acceptable
Mammalia,Carnivora,Mustelidae,Gulo,gulo,Wolverine,35,19.5,acceptable
Mammalia,Carnivora,Mustelidae,Hydrictis,maculicollis,Spotted-necked otter,61,22.9,acceptable
Mammalia,Carnivora,Mustelidae,Ictonyx,striatus,Striped polecat,36,14,acceptable
Mammalia,Carnivora,Mustelidae,Lontra,canadensis,Northern river otter,62,27,acceptable
Mammalia,Carnivora,Mustelidae,Lutra,lutra,European otter,61,18.2,acceptable
Mammalia,Carnivora,Mustelidae,Martes,americana,American marten,28,17.8,acceptable
Mammalia,Carnivora,Mustelidae,Martes,flavigula,Yellow-throated marten,150,16,acceptable
Mammalia,Carnivora,Mustelidae,Martes,foina,Beech marten,30,18.2,acceptable
Mammalia,Carnivora,Mustelidae,Martes,martes,European pine marten,28,18.2,acceptable
Mammalia,Carnivora,Mustelidae,Martes,pennanti,Fisher,45,14.3,acceptable
Mammalia,Carnivora,Mustelidae,Martes,zibellina,Sable,30,18.4,acceptable
Mammalia,Carnivora,Mustelidae,Meles,meles,Old World badger,49,18.6,acceptable
Mammalia,Carnivora,Mustelidae,Mellivora,capensis,Honey badger,180,31.3,acceptable
Mammalia,Carnivora,Mustelidae,Mustela,erminea,Ermine,43,12.5,acceptable
Mammalia,Carnivora,Mustelidae,Mustela,eversmanii,Steppe polecat,36,9.1,acceptable
Mammalia,Carnivora,Mustelidae,Mustela,frenata,Long-tailed weasel,25,8.8,acceptable
Mammalia,Carnivora,Mustelidae,Mustela,lutreola,European mink,54,8.4,acceptable
Mammalia,Carnivora,Mustelidae,Mustela,nigripes,Black-footed ferret,43,9.4,acceptable
Mammalia,Carnivora,Mustelidae,Mustela,nivalis,Least weasel,36,9.1,acceptable
Mammalia,Carnivora,Mustelidae,Mustela,putorius,European polecat,42,11.1,acceptable
Mammalia,Carnivora,Mustelidae,Mustela,sibirica,Siberian weasel,29,8.8,acceptable
Mammalia,Carnivora,Mustelidae,Neovison,vison,American mink,42,11.4,acceptable
Mammalia,Carnivora,Mustelidae,Pteronura,brasiliensis,Giant otter,68,17.3,acceptable
Mammalia,Carnivora,Mustelidae,Taxidea,taxus,American badger,41,25,acceptable
Mammalia,Carnivora,Mustelidae,Vormela,peregusna,Marbled polecat,61,8.8,acceptable
Mammalia,Carnivora,Nandiniidae,Nandinia,binotata,African palm civet,64,21,acceptable
Mammalia,Carnivora,Otariidae,Arctocephalus,australis,South American fur seal,236,30.6,acceptable
Mammalia,Carnivora,Otariidae,Arctocephalus,pusillus,South African fur seal,368,32.1,acceptable
Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,Steller sea lion,274,32.8,acceptable
Mammalia,Carnivora,Otariidae,Neophoca,cinerea,Australian sea lion,258,24.1,acceptable
Mammalia,Carnivora,Otariidae,Otaria,flavescens,Southern sea lion,357,29,acceptable
Mammalia,Carnivora,Otariidae,Zalophus,californianus,California sea lion,259,35.7,high
Mammalia,Carnivora,Phocidae,Halichoerus,grypus,Gray seal,240,42.9,acceptable
Mammalia,Carnivora,Phocidae,Phoca,vitulina,Harbor seal,253,47.6,acceptable
Mammalia,Carnivora,Phocidae,Pusa,hispida,Ringed seal,251,46,acceptable
Mammalia,Carnivora,Phocidae,Pusa,sibirica,Baikal seal,273,56,acceptable
Mammalia,Carnivora,Procyonidae,Bassaricyon,gabbii,Olingo,73,21.8,acceptable
Mammalia,Carnivora,Procyonidae,Bassariscus,astutus,Ringtail,52,19,acceptable
Mammalia,Carnivora,Procyonidae,Bassariscus,sumichrasti,Cacomistle,64,24,acceptable
Mammalia,Carnivora,Procyonidae,Nasua,narica,White-nosed coati,78,26.4,acceptable
Mammalia,Carnivora,Procyonidae,Nasua,nasua,South american coati,73,23.7,high
Mammalia,Carnivora,Procyonidae,Potos,flavus,Kinkajou,115,38.4,acceptable
Mammalia,Carnivora,Procyonidae,Procyon,cancrivorus,Crab-eating raccoon,63,19,acceptable
Mammalia,Carnivora,Procyonidae,Procyon,lotor,Common raccoon,63,21,acceptable
Mammalia,Carnivora,Ursidae,Ailuropoda,melanoleuca,Giant panda,48,36.8,acceptable
Mammalia,Carnivora,Ursidae,Helarctos,malayanus,Sun bear,95,35.9,acceptable
Mammalia,Carnivora,Ursidae,Melursus,ursinus,Sloth bear,198,33.3,acceptable
Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled bear,228,39,acceptable
Mammalia,Carnivora,Ursidae,Ursus,americanus,American black bear,70,34,acceptable
Mammalia,Carnivora,Ursidae,Ursus,arctos,Brown bear,103,40,acceptable
Mammalia,Carnivora,Ursidae,Ursus,maritimus,Polar bear,65,43.8,acceptable
Mammalia,Carnivora,Ursidae,Ursus,thibetanus,Asiatic black bear,228,39.2,acceptable
Mammalia,Carnivora,Viverridae,Arctictis,binturong,Binturong,92,27,acceptable
Mammalia,Carnivora,Viverridae,Arctogalidia,trivirgata,Small-toothed palm civet,45,16.1,acceptable
Mammalia,Carnivora,Viverridae,Civettictis,civetta,African civet,65,28,acceptable
Mammalia,Carnivora,Viverridae,Genetta,genetta,Small-spotted genet,78,22.7,acceptable
Mammalia,Carnivora,Viverridae,Genetta,tigrina,Large-spotted genet,70,21.3,acceptable
Mammalia,Carnivora,Viverridae,Paradoxurus,hermaphroditus,Asian palm civet,60,24.5,acceptable
Mammalia,Carnivora,Viverridae,Viverra,zibetha,Large indian civet,80,21.7,acceptable
Mammalia,Cetacea,Balaenidae,Balaena,mysticetus,Bowhead whale,396,211,acceptable
Mammalia,Cetacea,Balaenidae,Eubalaena,australis,Southern right whale,365,70,acceptable
Mammalia,Cetacea,Balaenidae,Eubalaena,glacialis,North atlantic right whale,350,67,acceptable
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,Common minke whale,312,50,acceptable
