bite_date,SpeciesIDDesc,GenderIDDesc,color,vaccination_yrs,vaccination_date,victim_zip,AdvIssuedYNDesc,WhereBittenIDDesc,quarantine_date,DispositionIDDesc,ResultsIDDesc
2012/8/5 0:00,DOG,MALE,YELLOW/BRN,3,2012/7/17 0:00,47138,,BODY,,,
2012/8/7 0:00,DOG,,BLACK,,,40241,,,,,
2012/8/8 0:00,CAT,,,,,40299,,BODY,,,
2012/8/8 0:00,CAT,,,,,40299,,BODY,,,
2020/8/8 0:00,CAT,MALE,BLACK,,,40245,,BODY,,,
2012/8/9 0:00,DOG,MALE,,1,2012/8/24 0:00,40214,,BODY,,,
2012/8/12 0:00,DOG,,,,,40228,,,,,
2012/8/8 0:00,DOG,MALE,BRN,1,2012/4/17 0:00,40241,,BODY,,,
2012/8/12 0:00,CAT,,,,,40245,,UNKNOWN,,,
2012/8/12 0:00,DOG,,,,,40213,,BODY,,,
2012/8/7 0:00,CAT,,,,,,,UNKNOWN,,,
2012/8/11 0:00,DOG,MALE,,1,2012/3/4 0:00,,,UNKNOWN,,,
2012/8/9 0:00,DOG,MALE,,,,40211,,HEAD,,,
2012/8/11 0:00,DOG,FEMALE,,3,2010/2/8 0:00,,,UNKNOWN,,,
2012/8/10 0:00,CAT,,,,,,,BODY,,,
2012/8/12 0:00,DOG,MALE,,,,,,BODY,,,
2012/8/13 0:00,DOG,,,3,2012/9/13 0:00,40215,,BODY,,,
2012/8/13 0:00,CAT,,,1,2012/6/18 0:00,,,BODY,,,
2012/8/10 0:00,DOG,FEMALE,,1,2012/3/28 0:00,,,,,,
2012/8/1 0:00,DOG,MALE,,1,2011/12/19 0:00,47119,,BODY,,,
2012/8/11 0:00,DOG,FEMALE,BLK/BRN,3,2012/8/21 0:00,40220,,BODY,,,
2012/8/13 0:00,DOG,FEMALE,RED,1,2012/4/24 0:00,40272,,BODY,,,
2012/8/11 0:00,DOG,MALE,BRN/BLK,,,40210,,BODY,,,
2012/8/11 0:00,DOG,MALE,BLACK,1,2012/5/14 0:00,40245,,BODY,,,
2012/8/1 0:00,DOG,FEMALE,BLK/WHT,,,40219,,BODY,,,
2012/8/10 0:00,DOG,MALE,,,,47150,,BODY,,,
2012/8/14 0:00,DOG,MALE,,1,2012/2/15 0:00,,,,,,
2012/8/9 0:00,DOG,,,3,2011/7/15 0:00,40223,,BODY,,,
2012/8/14 0:00,DOG,MALE,,3,2010/7/9 0:00,,,BODY,,,
2012/8/15 0:00,DOG,FEMALE,,,,40222,,BODY,,,
2012/8/15 0:00,CAT,FEMALE,BLACK,1,2011/12/12 0:00,,,BODY,,,
2012/8/17 0:00,DOG,FEMALE,,1,2011/11/7 0:00,40205,,UNKNOWN,,,
2012/8/14 0:00,DOG,FEMALE,TAN,,,40216,,UNKNOWN,,,
2012/8/15 0:00,DOG,,WHITE,,,,,BODY,,,
2012/8/17 0:00,DOG,MALE,BLUE WHITE,1,2012/7/1 0:00,40272,,UNKNOWN,,,
2012/8/17 0:00,DOG,,,,,,,UNKNOWN,,,
2012/8/18 0:00,DOG,,,,,,,,,,
2012/8/17 0:00,DOG,FEMALE,RE,,,,,BODY,,,
2012/8/10 0:00,DOG,FEMALE,BLACK TAN,,,40229,,BODY,,,
2012/8/19 0:00,DOG,,,,,40299,,BODY,,,
2012/8/20 0:00,DOG,,,,,,,,,,
2012/8/20 0:00,DOG,,,,,40211,,UNKNOWN,,,
2012/8/17 0:00,CAT,FEMALE,BLK WHITE,,,,,BODY,,,
2012/8/15 0:00,CAT,FEMALE,GRAY TABBY,,,,,BODY,,,
2012/8/6 0:00,DOG,MALE,BRN BLACK,,,,,BODY,,,
2012/8/21 0:00,DOG,,,,,40229,,BODY,,,
2012/8/21 0:00,DOG,MALE,RED,1,2012/5/10 0:00,,,UNKNOWN,,,
,,,,,,,,,,,
2012/8/21 0:00,DOG,MALE,BLK/TAN,,,,,BODY,,,
2012/8/26 0:00,DOG,,,1,2012/7/2 0:00,40210,,BODY,,,
2012/8/26 0:00,DOG,MALE,,1,2012/4/30 0:00,40291,,BODY,,,
2012/8/26 0:00,DOG,MALE,,3,2012/9/21 0:00,,,BODY,,,
2012/8/26 0:00,DOG,,,,,,,,,,
2012/8/23 0:00,,,,,,,,BODY,,,
2012/8/24 0:00,CAT,,TAN & ORG,1,2011/12/23 0:00,40299,,UNKNOWN,,,
2012/8/23 0:00,DOG,,,,,40203,,UNKNOWN,,,
2012/8/25 0:00,DOG,MALE,BROWM,1,2012/6/9 0:00,40241,,BODY,,,
2012/8/28 0:00,DOG,FEMALE,BROWN/BLAC,,,40204,,BODY,,,
2012/8/25 0:00,DOG,,,,,40203,,BODY,,,
2012/7/12 0:00,DOG,,,,,,,HEAD,,,
2012/8/28 0:00,DOG,,,1,2013/9/28 0:00,40215,,HEAD,,,
2012/8/27 0:00,CAT,,,,,,,BODY,,,
2012/8/25 0:00,DOG,MALE,BRN WHT,1,2012/9/6 0:00,40228,,BODY,,,
2012/8/25 0:00,DOG,,,,,40203,,BODY,,,
2012/8/24 0:00,DOG,,,,,,,BODY,,,
2012/8/28 0:00,DOG,,BLACK,,,,,,,,
2012/8/26 0:00,DOG,FEMALE,,1,2012/9/7 0:00,,,UNKNOWN,,,
2012/8/23 0:00,DOG,MALE,BROWN,,,40214,,BODY,,,
2012/8/30 0:00,DOG,FEMALE,,1,2011/10/7 0:00,40207,,BODY,,,
2012/8/29 0:00,CAT,MALE,TIGER STRI,3,2010/9/24 0:00,40291,,BODY,,,
2012/8/30 0:00,DOG,MALE,,,,40219,,,,,
2012/8/30 0:00,DOG,MALE,BLUE WHITE,,,40017,,HEAD,,,
2012/8/30 0:00,DOG,MALE,BLK WHT,,2012/3/29 0:00,40229,,BODY,,,
2012/8/30 0:00,CAT,FEMALE,,1,2012/9/10 0:00,40205,,BODY,,,
2012/9/3 0:00,DOG,MALE,CREAM,,,40291,,BODY,,,
2012/9/2 0:00,DOG,MALE,"BLK, BRW,",1,2012/2/21 0:00,,,BODY,,,
2012/9/2 0:00,DOG,FEMALE,BLK & WHT,1,2012/7/31 0:00,40165,,BODY,,,
2012/9/1 0:00,DOG,FEMALE,TAN/BLK,1,2011/12/15 0:00,40245,,BODY,,,
,DOG,FEMALE,,1,2011/9/20 0:00,40220,,,,,
2012/9/1 0:00,CAT,MALE,GRAY WHITE,1,2012/10/23 0:00,40214,,BODY,,,
2012/9/1 0:00,DOG,,,3,2012/10/8 0:00,40215,,HEAD,,,
2012/8/31 0:00,DOG,MALE,CHOL/TAN,3,2009/9/22 0:00,40165,,HEAD,,,
2012/9/3 0:00,DOG,MALE,BLK/BRW,,,40216,,BODY,,,
2012/8/29 0:00,DOG,MALE,BROWN,1,2011/11/9 0:00,40223,,BODY,,,
2012/8/31 0:00,CAT,MALE,,1,2011/10/21 0:00,40241,,BODY,,,
2012/9/1 0:00,DOG,,,,,,,BODY,,,
2012/9/4 0:00,DOG,MALE,,,,,,UNKNOWN,,,
2012/9/8 0:00,DOG,MALE,BRN BLCK,3,2012/9/25 0:00,40291,,BODY,,,
2012/9/9 0:00,DOG,,,,,,,BODY,,,
2012/9/8 0:00,DOG,MALE,BLUE/TAN,3,2011/6/7 0:00,,,UNKNOWN,,,
2012/9/8 0:00,CAT,MALE,,1,2012/9/21 0:00,40241,,BODY,,,
2012/9/6 0:00,CAT,MALE,ORANGE,3,2010/11/4 0:00,40291,,BODY,,,
2012/9/8 0:00,DOG,FEMALE,,3,2012/9/24 0:00,,,BODY,,,
2012/9/7 0:00,DOG,MALE,BRN/WHT,3,2012/9/29 0:00,40211,,UNKNOWN,,,
2012/9/8 0:00,DOG,FEMALE,,,,,,,,,
2012/9/4 0:00,CAT,MALE,,,,40205,,,,,
2012/9/9 0:00,DOG,,,,,,,UNKNOWN,,,
2012/9/9 0:00,DOG,,,,,40223,,BODY,,,
2012/8/4 0:00,DOG,,WHT/GRY,,,,,UNKNOWN,,,
2012/9/3 0:00,DOG,,,,,,,,,,
2012/9/4 0:00,DOG,MALE,,,,40217,,UNKNOWN,,,
2012/9/5 0:00,DOG,,RED,,,40211,,UNKNOWN,,,
2012/9/10 0:00,DOG,,,,,,,HEAD,,,
2012/9/8 0:00,CAT,MALE,,3,2012/1/19 0:00,,,,,,
2012/9/7 0:00,CAT,,,,,47150,,UNKNOWN,,,
2012/9/7 0:00,DOG,,,,,,,BODY,,,
2012/9/4 0:00,DOG,MALE,,,,,,UNKNOWN,,,
2012/8/30 0:00,DOG,,,,,,,BODY,,,
2012/9/10 0:00,DOG,,BLK,,,,,UNKNOWN,,,
2012/9/5 0:00,DOG,MALE,,1,2012/4/5 0:00,47150,,BODY,,,
2012/8/24 0:00,DOG,MALE,,,,42754,,,,,
2012/9/5 0:00,DOG,FEMALE,,,,,,BODY,,,
2012/9/11 0:00,DOG,,,,,40272,,UNKNOWN,,,
2012/9/12 0:00,DOG,,BLK,3,2010/2/19 0:00,,,HEAD,,,
2012/9/12 0:00,DOG,,,1,2011/10/1 0:00,,,UNKNOWN,,,
2012/9/13 0:00,CAT,FEMALE,,3,2012/9/25 0:00,,,BODY,,,
2012/9/2 0:00,DOG,,,1,2012/3/20 0:00,,,BODY,,,
2012/9/15 0:00,DOG,,BLACK,3,2011/2/17 0:00,,,HEAD,,,
2012/9/14 0:00,DOG,MALE,,1,2012/10/5 0:00,40213,,HEAD,,,
2012/9/16 0:00,DOG,,,1,2012/6/4 0:00,40229,,BODY,,,
2012/9/15 0:00,CAT,FEMALE,,1,2012/7/30 0:00,,,BODY,,,
2012/9/15 0:00,CAT,MALE,BLK/GRAY,1,2012/2/14 0:00,,,BODY,,,
2012/9/15 0:00,DOG,MALE,TAN,1,2012/10/30 0:00,40215,,UNKNOWN,,,
2012/9/15 0:00,DOG,MALE,,1,2012/2/27 0:00,,,UNKNOWN,,,
2012/9/16 0:00,DOG,,,,,,,BODY,,,
2012/9/16 0:00,DOG,,,,,40258,,UNKNOWN,,,
2012/9/16 0:00,DOG,,BLK/BRN,,,,,BODY,,,
2012/9/14 0:00,DOG,MALE,,,,,,BODY,,,
2012/9/14 0:00,DOG,,,,,,,BODY,,,
2012/9/15 0:00,DOG,FEMALE,,,,,,BODY,,,
2012/9/17 0:00,DOG,,,,,,,BODY,,,
2012/9/14 0:00,DOG,,,1,2012/12/5 0:00,40219,,BODY,,,
2012/9/17 0:00,DOG,FEMALE,RED,3,2011/12/27 0:00,40272,,BODY,,,
2012/9/17 0:00,DOG,MALE,BLK/WHT,3,2012/2/1 0:00,40223,,BODY,,,
2012/9/15 0:00,DOG,MALE,GRAY,,2012/9/25 0:00,40219,,BODY,,,
2012/9/14 0:00,DOG,MALE,YELLO,1,2012/10/15 0:00,40215,,BODY,,,
2012/9/13 0:00,DOG,MALE,BLK/WHT,,,40272,,BODY,,,
2012/9/18 0:00,CAT,,ORANGE,,,,,BODY,,,
,,,,,,,,,,,
2012/9/20 0:00,DOG,MALE,,1,2012/3/17 0:00,,,,,,
2012/9/23 0:00,DOG,MALE,BRN/BLCK,1,2012/10/12 0:00,40222,,UNKNOWN,,,
2012/9/21 0:00,DOG,MALE,,1,2011/12/1 0:00,,,,,,
2012/9/22 0:00,CAT,,,,,,,UNKNOWN,,,
2012/9/23 0:00,DOG,MALE,,,,,,UNKNOWN,,,
2012/9/24 0:00,DOG,MALE,,,,,,BODY,,,
2012/9/24 0:00,DOG,,,,,,,UNKNOWN,,,
2012/9/24 0:00,DOG,,,,,,,BODY,,,
2012/9/19 0:00,,,,,,40212,,BODY,,,
2012/9/21 0:00,CAT,FEMALE,BLUE/WHITE,,,,,BODY,,,
2012/9/12 0:00,DOG,FEMALE,BRN/BLK,1,2012/3/31 0:00,,,BODY,,,
2012/9/25 0:00,DOG,FEMALE,WHITE BEIG,1,2012/4/15 0:00,,,HEAD,,,
2012/9/26 0:00,DOG,FEMALE,,1,2012/5/17 0:00,40218,,,,,
2012/9/26 0:00,,,,,,,,,,,
2012/9/18 0:00,DOG,,,,,,,BODY,,,
2012/9/27 0:00,DOG,,,,,,,,,,
2012/9/23 0:00,DOG,FEMALE,,1,2012/9/26 0:00,40210,,BODY,,,
2012/9/27 0:00,DOG,FEMALE,WHITE,1,2012/1/26 0:00,,,,,,
2012/9/26 0:00,DOG,,,1,2011/12/3 0:00,40241,,BODY,,,
2012/9/28 0:00,DOG,MALE,,1,2012/3/1 0:00,,,BODY,,,
2012/9/28 0:00,DOG,MALE,,1,2012/6/14 0:00,,,BODY,,,
2012/9/27 0:00,DOG,,,,,,,BODY,,,
2012/9/28 0:00,CAT,MALE,,1,2012/11/5 0:00,,,UNKNOWN,,,
2012/9/28 0:00,DOG,,,3,2011/5/1 0:00,40204,,BODY,,,
2012/9/29 0:00,DOG,MALE,BRN/BLK,1,2012/10/16 0:00,40206,,UNKNOWN,,,
2012/9/29 0:00,DOG,MALE,,1,2012/10/17 0:00,40216,,BODY,,,
2012/9/30 0:00,DOG,MALE,BLK/TAN,1,2012/10/1 0:00,,,BODY,,,
2012/9/26 0:00,CAT,MALE,,1,2011/12/16 0:00,,,BODY,,,
2012/9/30 0:00,DOG,MALE,BRINDLE,,,40216,,BODY,,,
2012/9/29 0:00,DOG,FEMALE,BLACK,1,2012/11/7 0:00,40215,,UNKNOWN,,,
2012/9/27 0:00,CAT,,,,,,,BODY,,,
2012/9/27 0:00,DOG,,,,,,,BODY,,,
2012/9/27 0:00,DOG,MALE,,,,,,HEAD,,,
2012/9/30 0:00,DOG,MALE,,,,,,HEAD,,,
2012/9/29 0:00,DOG,FEMALE,BLK/WHITE,,,40211,,BODY,,,
2012/9/26 0:00,DOG,,BRN/WHT,,,,,BODY,,,
2012/9/30 0:00,DOG,MALE,RED,,,40211,,BODY,,,
2012/9/30 0:00,CAT,,,1,2012/10/18 0:00,,,UNKNOWN,,,
2012/10/2 0:00,,,,,,,,UNKNOWN,,,
2012/10/1 0:00,DOG,,,1,2011/11/5 0:00,,,BODY,,,
2012/10/1 0:00,DOG,,,1,2012/11/19 0:00,,,BODY,,,
2012/10/1 0:00,DOG,,,,,,,HEAD,,,
2012/10/1 0:00,,,,,,,,,,,
2012/9/30 0:00,CAT,MALE,BROWN,1,2011/12/20 0:00,,,BODY,,,
2012/10/1 0:00,CAT,,GRAY,,,,,BODY,,,
2012/10/2 0:00,DOG,MALE,BLACK,1,2011/11/16 0:00,40242,,BODY,,,
2012/9/30 0:00,DOG,FEMALE,,1,2012/4/16 0:00,40245,,BODY,,,
2012/10/1 0:00,DOG,,,,,40212,,BODY,,,
2012/10/2 0:00,DOG,,,,,,,HEAD,,,
2012/10/2 0:00,DOG,FEMALE,BLACK,1,2012/11/7 0:00,,,BODY,,,
2012/10/3 0:00,DOG,FEMALE,,,,,,BODY,,,
2012/10/6 0:00,DOG,MALE,,1,2012/7/12 0:00,41018,,,,,
2012/10/5 0:00,DOG,MALE,BLACK/WHIT,,2011/6/23 0:00,40228,,BODY,,,
2012/10/5 0:00,DOG,,,1,2012/5/5 0:00,40223,,UNKNOWN,,,
2012/10/7 0:00,DOG,,,,,,,BODY,,,
2012/10/6 0:00,DOG,,,,,40229,,BODY,,,
2012/10/5 0:00,,,,,,40216,,BODY,,,
2012/10/6 0:00,DOG,,,,,40069,,,,,
2012/10/7 0:00,CAT,,,,,40214,,BODY,,,
2012/10/8 0:00,DOG,MALE,,3,2010/7/26 0:00,,,HEAD,,,
2012/10/7 0:00,DOG,,,,,,,BODY,,,
2012/10/5 0:00,DOG,MALE,,,,40203,,BODY,,,
2012/10/5 0:00,DOG,,BRN/BLK,,,,,BODY,,,
2012/10/6 0:00,DOG,MALE,BLK/WHT,,2012/11/3 0:00,40241,,BODY,,,
2012/10/7 0:00,DOG,,,,,47150,,BODY,,,
2012/10/6 0:00,DOG,MALE,,1,2012/5/25 0:00,40220,,BODY,,,
2012/10/4 0:00,DOG,MALE,,,,40215,,BODY,,,
2012/10/9 0:00,DOG,MALE,,1,2011/11/1 0:00,40217,,HEAD,,,
2012/10/10 0:00,DOG,MALE,,1,2012/6/14 0:00,,,BODY,,,
2012/10/11 0:00,DOG,,,,,,,BODY,,,
2012/10/11 0:00,DOG,,,,,,,UNKNOWN,,,
2012/10/9 0:00,DOG,,BROWN,,,,,HEAD,,,
2012/10/13 0:00,DOG,,,,,40211,,BODY,,,
2012/10/8 0:00,DOG,MALE,,3,2012/10/12 0:00,,,BODY,,,
2012/10/13 0:00,DOG,,,3,2012/5/28 0:00,,,UNKNOWN,,,
2012/10/14 0:00,DOG,,BRN/WHT,,,40216,,BODY,,,
2012/10/14 0:00,DOG,,,,,,,BODY,,,
2012/10/15 0:00,DOG,,,,2012/2/18 0:00,40299,,BODY,,,
2012/10/9 0:00,DOG,MALE,BLUE,1,2012/4/22 0:00,40216,,HEAD,,,
2012/10/8 0:00,DOG,FEMALE,,1,2012/10/29 0:00,40215,,BODY,,,
2012/10/19 0:00,DOG,FEMALE,WHITE,,,40219,,BODY,,,
2012/10/11 0:00,DOG,FEMALE,,,,40291,,BODY,,,
2012/10/12 0:00,CAT,FEMALE,,1,2012/11/6 0:00,,,BODY,,,
2012/10/14 0:00,DOG,MALE,,,,40211,,BODY,,,
2012/10/14 0:00,DOG,FEMALE,BLK/WHT,,,40211,,BODY,,,
2012/10/16 0:00,DOG,MALE,BLK & WHT,,,40026,,BODY,,,
2012/10/16 0:00,CAT,MALE,ORANGE,1,2012/10/27 0:00,40216,,BODY,,,
2012/10/18 0:00,DOG,FEMALE,,,,40217,,BODY,,,
2012/10/18 0:00,DOG,FEMALE,BLUE,1,2012/7/24 0:00,,,BODY,,,
2012/10/18 0:00,DOG,,,,,40220,,BODY,,,
2012/10/16 0:00,DOG,MALE,,,,,,HEAD,,,
2012/10/14 0:00,DOG,MALE,,,2012/7/25 0:00,40241,,BODY,,,
2012/10/15 0:00,DOG,,,,,,,BODY,,,
2012/10/9 0:00,DOG,MALE,BROWN,,2012/5/9 0:00,40243,,UNKNOWN,,,
2012/10/16 0:00,DOG,FEMALE,BLK/GRY,1,2012/11/14 0:00,40214,,BODY,,,
2012/10/17 0:00,DOG,MALE,,3,2011/1/28 0:00,40219,,BODY,,,
2012/10/19 0:00,CAT,,,,,40203,,BODY,,,
2012/10/13 0:00,DOG,FEMALE,BROWN,,,40213,,BODY,,,
2012/10/20 0:00,DOG,,,,,40229,,BODY,,,
2012/10/20 0:00,DOG,,,,,40211,,UNKNOWN,,,
2012/10/22 0:00,DOG,,,1,2012/11/14 0:00,,,UNKNOWN,,,
2012/10/21 0:00,DOG,MALE,TRI,1,2012/1/10 0:00,,,BODY,,,
2012/10/23 0:00,DOG,,,1,2012/1/20 0:00,,,BODY,,,
2012/10/23 0:00,DOG,FEMALE,,,,,,BODY,,,
2012/10/23 0:00,DOG,FEMALE,BROW,1,2012/11/26 0:00,40216,,UNKNOWN,,,
2012/10/21 0:00,DOG,,,,,,,BODY,,,
2012/10/23 0:00,DOG,FEMALE,,1,2012/1/10 0:00,40207,,HEAD,,,
2012/10/1 0:00,DOG,,,,,,,UNKNOWN,,,
2012/10/24 0:00,DOG,,,,,40245,,,,,
2012/10/27 0:00,DOG,MALE,,1,2012/3/19 0:00,40215,,BODY,,,
2012/10/27 0:00,DOG,FEMALE,BLACK,1,2012/9/14 0:00,,,BODY,,,
2012/10/28 0:00,DOG,,,,,,,UNKNOWN,,,
2012/10/27 0:00,DOG,MALE,BLACK,,,40215,,,,,
2012/10/27 0:00,CAT,,,,,,,UNKNOWN,,,
2012/10/27 0:00,CAT,FEMALE,,,,,,BODY,,,
2012/10/26 0:00,CAT,FEMALE,BROWN,1,2012/11/13 0:00,,,UNKNOWN,,,
2012/10/25 0:00,CAT,,,,,,,BODY,,,
2012/10/28 0:00,DOG,,,,,27050,,UNKNOWN,,,
2012/10/25 0:00,DOG,MALE,GREY&WHITE,3,2011/12/27 0:00,40222,,BODY,,,
2012/10/23 0:00,DOG,FEMALE,BLK WHT,1,2012/1/19 0:00,47165,,BODY,,,
2012/10/29 0:00,DOG,,,,,40216,,BODY,,,
2012/10/29 0:00,CAT,FEMALE,,,,,,BODY,,,
2012/10/29 0:00,DOG,,,,,,,UNKNOWN,,,
2012/10/28 0:00,DOG,,,1,2012/10/1 0:00,,,BODY,,,
2012/10/29 0:00,DOG,,,,,40208,,UNKNOWN,,,
2012/10/17 0:00,DOG,MALE,BLK/WHT,,,47150,,BODY,,,
2012/10/21 0:00,DOG,MALE,BROWN,1,2012/5/30 0:00,40272,,BODY,,,
2012/10/25 0:00,CAT,,,,,,,BODY,,,
2012/10/23 0:00,DOG,FEMALE,,,,,,BODY,,,
2012/10/17 0:00,CAT,,,,,,,BODY,,,
2012/11/24 0:00,DOG,MALE,BROWN,,,40165,,BODY,,,
2012/10/23 0:00,DOG,FEMALE,BLK/WHT,,2011/9/2 0:00,40211,,BODY,,,
2012/10/25 0:00,DOG,MALE,,,,,,BODY,,,
2012/10/23 0:00,DOG,FEMALE,,1,2012/12/1 0:00,47130,,BODY,,,
2012/10/23 0:00,DOG,FEMALE,,1,2012/11/21 0:00,40212,,BODY,,,
2012/10/20 0:00,DOG,MALE,,,,,,BODY,,,
2012/10/25 0:00,CAT,MALE,,1,2012/11/17 0:00,40272,,BODY,,,
2012/10/20 0:00,DOG,MALE,,,,40258,,BODY,,,
2012/10/31 0:00,DOG,MALE,,3,2012/10/12 0:00,98105,,BODY,,,
2012/11/1 0:00,DOG,,,,,40215,,UNKNOWN,,,
2012/11/1 0:00,DOG,,,,,40258,,UNKNOWN,,,
2012/10/31 0:00,CAT,,BLACK,1,2012/7/12 0:00,40205,,BODY,,,
2012/11/3 0:00,DOG,FEMALE,,1,2012/5/14 0:00,,,HEAD,,,
2012/11/4 0:00,DOG,,,,,,,UNKNOWN,,,
2012/11/2 0:00,DOG,,,,,,,UNKNOWN,,,
2012/11/3 0:00,DOG,,,,,,,UNKNOWN,,,
2012/11/4 0:00,DOG,MALE,BROWN,1,2012/11/19 0:00,,,BODY,,,
2012/10/25 0:00,DOG,,,,,37075,,BODY,,,
2012/11/5 0:00,DOG,,,,,,,UNKNOWN,,,
2012/11/1 0:00,CAT,FEMALE,GRAY,1,2012/11/17 0:00,,,BODY,,,
2012/11/6 0:00,DOG,,,,,,,BODY,,,
2012/11/6 0:00,DOG,FEMALE,BLACK,,,40215,,BODY,,,
2012/11/1 0:00,DOG,MALE,,,2012/11/13 0:00,40215,,BODY,,,
2012/11/3 0:00,DOG,FEMALE,,,,,,BODY,,,
2012/11/3 0:00,DOG,MALE,,,,40213,,BODY,,,
2012/11/2 0:00,DOG,MALE,,,,40258,,BODY,,,
2012/11/6 0:00,CAT,MALE,,,,,,BODY,,,
2012/11/2 0:00,DOG,,,,,,,BODY,,,
2012/11/8 0:00,CAT,MALE,BLK,3,2011/7/26 0:00,,,BODY,,,
2012/11/8 0:00,DOG,FEMALE,BRW/WHT,,,,,BODY,,,
2012/11/8 0:00,DOG,MALE,,1,2012/12/4 0:00,40216,,,,,
2012/11/11 0:00,DOG,,,,,40218,,HEAD,,,
2012/11/12 0:00,CAT,MALE,GREY & WHT,3,2012/10/21 0:00,,,BODY,,,
2012/11/12 0:00,CAT,MALE,TABBY-,,,,,BODY,,,
2012/11/10 0:00,CAT,FEMALE,WHITE,3,2012/7/23 0:00,40204,,BODY,,,
2012/11/12 0:00,DOG,MALE,YELLOW,1,2012/8/31 0:00,40216,,BODY,,,
2012/11/10 0:00,DOG,FEMALE,BLK/BRN,,,,,BODY,,,
2012/11/9 0:00,CAT,MALE,BLACK,1,2012/11/9 0:00,,,BODY,,,
2012/11/9 0:00,DOG,MALE,,,2012/11/20 0:00,40272,,UNKNOWN,,,
2012/11/7 0:00,CAT,,,1,2012/9/1 0:00,,,UNKNOWN,,,
2012/11/11 0:00,DOG,,,,,,,UNKNOWN,,,
2012/11/13 0:00,DOG,MALE,,1,2012/1/30 0:00,,,UNKNOWN,,,
2012/11/12 0:00,DOG,,,,,40229,,BODY,,,
2012/11/12 0:00,DOG,,,,,40213,,BODY,,,
2012/11/11 0:00,DOG,FEMALE,,1,2012/7/9 0:00,40299,,BODY,,,
2012/11/12 0:00,CAT,,,,,,,BODY,,,
2012/11/9 0:00,CAT,,,,,,,BODY,,,
2012/11/5 0:00,DOG,FEMALE,WHITE BLUE,,,40217,,BODY,,,
2012/11/14 0:00,CAT,MALE,,1,2011/12/3 0:00,,,UNKNOWN,,,
2012/11/15 0:00,DOG,MALE,RED,1,2011/12/28 0:00,40211,,BODY,,,
2012/11/9 0:00,DOG,MALE,,1,2012/11/20 0:00,40220,,HEAD,,,
2012/11/12 0:00,DOG,MALE,,,,40211,,BODY,,,
2012/11/16 0:00,DOG,MALE,BLACK,1,2012/5/3 0:00,40059,,HEAD,,,
2012/11/12 0:00,DOG,MALE,BROWN,1,2012/12/1 0:00,40291,,BODY,,,
2012/11/17 0:00,DOG,,,,,,,BODY,,,
2012/11/17 0:00,DOG,FEMALE,BROWN,1,2012/7/31 0:00,,,BODY,,,
2012/11/18 0:00,DOG,,BLACK,,,,,UNKNOWN,,,
2012/11/15 0:00,DOG,,,,,,,BODY,,,
2012/11/16 0:00,DOG,MALE,BLK/WHT,,,,,BODY,,,
2012/11/15 0:00,DOG,MALE,,,,40272,,BODY,,,
2012/11/19 0:00,DOG,,,,,,,BODY,,,
2012/11/15 0:00,DOG,FEMALE,,,2011/7/28 0:00,,,BODY,,,
2012/11/19 0:00,CAT,,,,,,,BODY,,,
2012/11/19 0:00,CAT,FEMALE,,1,2012/1/29 0:00,,,BODY,,,
2012/11/18 0:00,DOG,MALE,BLK BRN,,,,,BODY,,,
2012/11/23 0:00,DOG,MALE,,1,2012/12/18 0:00,,,HEAD,,,
2012/11/23 0:00,DOG,,,,,40229,,BODY,,,
2012/11/22 0:00,DOG,,,,,,,BODY,,,
2012/11/21 0:00,CAT,MALE,FAWN,3,2011/1/13 0:00,,,BODY,,,
2012/11/22 0:00,DOG,MALE,BRN,1,2012/12/12 0:00,40206,,BODY,,,
2012/11/23 0:00,DOG,,WHITE,,,,,UNKNOWN,,,
2012/11/24 0:00,DOG,MALE,,3,2010/5/5 0:00,40222,,UNKNOWN,,,
2012/11/24 0:00,DOG,FEMALE,BROWN,1,2012/7/31 0:00,,,BODY,,,
2012/11/25 0:00,DOG,,,,,,,UNKNOWN,,,
2012/11/20 0:00,DOG,MALE,FAWN/WHT,1,2013/1/2 0:00,40299,,BODY,,,
2012/11/12 0:00,DOG,MALE,,,,40272,,BODY,,,
2012/11/22 0:00,DOG,,,,,,,HEAD,,,
2012/11/22 0:00,DOG,MALE,,1,2012/11/7 0:00,40219,,BODY,,,
2012/11/26 0:00,DOG,FEMALE,,1,2012/1/1 0:00,,,UNKNOWN,,,
2012/11/25 0:00,DOG,FEMALE,,1,2012/1/6 0:00,,,BODY,,,
2012/11/26 0:00,DOG,,,,,,,UNKNOWN,,,
2012/11/27 0:00,CAT,MALE,GRY/WHT,1,2012/12/10 0:00,,,UNKNOWN,,,
2012/11/25 0:00,DOG,FEMALE,,,,,,BODY,,,
2012/11/26 0:00,CAT,FEMALE,BLACK,,,,,,,,
2012/12/1 0:00,DOG,,,1,2012/12/28 0:00,40056,,HEAD,,,
2012/12/2 0:00,DOG,,,,,,,BODY,,,
2012/12/2 0:00,DOG,,,,,,,BODY,,,
2012/12/1 0:00,DOG,MALE,,3,2010/2/12 0:00,40291,,BODY,,,
2012/12/1 0:00,DOG,,,,,,,BODY,,,
2012/11/29 0:00,DOG,,,,,,,UNKNOWN,,,
2012/12/2 0:00,DOG,,,,,,,UNKNOWN,,,
2012/12/3 0:00,DOG,,,,,,,BODY,,,
2012/12/4 0:00,DOG,MALE,,,,40216,,BODY,,,
