Company name (CN),Company name (EN),Province,Location,Registered capital (RMB),Registeration,Registeration - year,Status,Abnormality,Punishment,Lawsuit,Company website
杭州玛莉亚妇产医院有限公司,"Department of Obstetrics and Gynecology,Hangzhou Maliya Women's Hospital",Zhejiang,East,2000,"2005-03-08	",2005,Living,0,3,6,"www.hzdatai.com	;	www.hzfckyy.com	;	www.hzmly.mobi	;	www.fnbaojian.com	;	www.91fuchan.com	;	www.86521200.com	;	www.hzrl.net	;	www.fukewenwen.com	;	www.hzmly.cn	;	www.mlyyy.com	;	www.0571health.com	;	www.mlybbs.com	;	www.0571woman.com	;	www.ladys120.com	;	www.huaiyun120.com	;	www.hzswcc.com	;	www.fabu008.com	;	www.54girl.com	;	www.4008833120.com	;	www.hzrlw.net	;	www.his-cn.com	;	www.mlycms.com	;	www.healthwoman.cn	;	www.hzmly.com	;	www.zhejianghealth.com	;	www.hzmaliya.cn	;	www.hzmaria.com	;	www.hzmly.com.cn	;	www.hzmaria.net	;	www.zhemami.cn	;	www.4008833120.cn	;	www.zjszjk.org	;	www.21fuke.com	;	www.byby1200.cn	;	www.hz4wcc.com	;	www.mlydata.com	;	www.hzfnyy.cn	;	hzduotai.com	;	hzliuchan.com	;	wtdatai.com	;	wtliuchan.com	;	hzrlyy.com	;	hangzhoufubao.com	;	38fubao.com	;	fubaoguahao.com	;	fubaoyiyuan.com	;	99fuchan.com	;	hzladys.com	;	mlyfnyy.com	;	hzmly.org	;	hzmlyyy.com	;	hz4w.cn	;	hzswcc.org	;	hzswcc.net	;	hz4w.com	;	hzswcc.cn	;	hzmaliya.com.cn	;	hzmaliya.org.cn	;	hzmaria.cn	;	hzmly.org.cn	;	hzmaria.org	;	zhemamei.com	;	zjszjk.com	;	21fuke.cn	;	byby1200.com	;	renliunet.com	;	38fk.net	;	hzfuchan.com	;	hzfunv.com	;	fukewenda.cn	;	fukewenda.com	;	zjfkyy.com	;	hzfnyy.com	;	hzfck.com	;		"
伊犁汇豪医疗科技有限公司现代医院,"Yili Huihao Medical Technology Co., Ltd.",Xinjiang,North-west,unknown,"2004-07-13	",2004,Dead,0,0,0,"	"
南昌曙光手足外科医院有限公司,Nanchang Shuguang Shouzu Surgical Hospital,Jiangxi,East,3000,"2012-09-21	",2012,Living,1,7,1,"www.hand120.com	;	www.sggk120.com	;		"
北京前海股骨头医院有限公司,Beijing Qianhaigu Bone Hospital,Beijing,North,500,"2004-12-14	",2004,Living,1,4,3,"www.qianhai.com	;	www.qianhai.com	;	www.66551166.com	;	www.ggthskx.com	;	www.qhgbzk.com	;	www.bjqhggtyy.com	;	www.0377city.com	;	www.gkqhyy.com	;	www.qianhai.com	;	www.ggthsjx.com	;	www.ggthsjk.com	;	www.66551166.cn	;	www.qianhai120.com	;	gk91.com	;	bjqhgbyy.com	;	bjqhggtyy120.com	;	bjqhyzyy.com	;	ggthszl.com	;	ggtkx.com	;	qhzkyy.com	;	bjggtyy120.com	;	qianhaiyb.com	;	ggthszxy.com	;	cnggt120.com	;	qhgbyb.com	;	87234298.com	;	qhggtyy.com	;	qhyydgk.com	;	qhyygb.com	;	qhyydgb.com	;	66551166.com	;	bjqh120.com	;	gbqhyy.com	;	87234299.com	;	bjyjpyy.com	;	87234200.com	;	120ggt.com	;	qianhaigk.com	;	bjqhyjpyy.com	;	87234201.com	;		"
泰州红房子医院有限公司,"Taizhou Red House Hospital Co., Ltd.",Jiangsu,East,100,"2004-12-10	",2004,Dead,0,0,0,"	"
上海江东医院有限公司,"Shanghai Jiangdong Urinary Surgery Hospital Co.,Ltd.",Shanghai,East,600,"2003-08-21	",2003,Living,0,11,2,"www.kq36.cn/2184487	;	www.kq36.cn/2184487	;	www.shjdyy.com	;		"
苏州东吴中西医结合医院有限公司,"Suzhou Dongwu Chinese&Western Medicine Union Hospital Co.,Ltd.",Jiangsu,East,2500,"2005-11-04	",2005,Living,0,2,2,"www.szdwyy.com	;	www.szdwyy.com/yy.asp	;	www.dwbyby.com	;	www.zxypifu.com	;	www.0512nx.com	;	www.dwf2.com	;	www.byszdw.com	;	www.mhgcyy.com	;	www.shgck120.com	;	www.szkqyy.cn	;	www.68120120.com	;	www.mhwcyy.com	;	www.0512nx.cn	;	www.nkgbp.com	;	www.szdwnk.com	;	www.szyyfk.com	;	www.dwr5.com	;	www.dwzxyyy.com	;	www.szbydw.com	;	www.mhwck.com	;	www.dwtjg.com	;	www.dwg3.com	;	www.nanke01.com	;	www.zxynk0512.com	;	www.shmhgc.com	;	www.fkwtrl.com	;	www.dwwtrl.com	;	www.dwfksz.com	;	www.dwfkyy.com	;	www.szdwbyby.com	;	www.mhgck.com	;	www.nanke0512.com	;	www.dwyynk.com	;	www.zxynk120.com	;	www.dwnanke.com	;	www.0512pifu.com	;	www.bybysz.com	;	www.dwnk120.com	;	www.dwnkyy.com	;	www.dwgbj.com	;	www.zlfkyy.com	;	www.0512man.cn	;	www.bybydw.com	;	www.dwfk120.com	;	www.szbyby120.com	;	www.szdwyy.com	;	www.0512dw.com	;	www.szfkdw.com	;	www.sznkdw.com	;	www.sznk0512.com	;	www.zlfk120.com	;	www.mhwcb.com	;	www.dwrlyy.com	;	www.dwpifu.com	;	www.120fkzl.com	;	www.dwycyy.com	;	0512bb.com	;	szdwfk.com	;	dwn3.com	;	dwby120.com	;	0512fu.com	;	0512yc.com	;	dwr4.com	;	dwy1.com	;	0512mn.com	;	dw0512.com	;	dwfuke.com	;	szwck.com	;	dwy2.com	;	szdwbaby.com	;	szdw0512.com	;	lyzxyyc.com	;	0539yechou.com	;	lyzxy120.com	;	dwgcyy.com	;	0512kk.com	;	dwf4.com	;	dwyyfk.com	;	zxy0512.com	;	dwwck.com	;	jspfb.com	;	dwn4.com	;	gck0512.com	;	dwpfyy.com	;	dwbuyun.com	;	120dw.com	;		"
北京市慧慈医院,Beijing Huici Hospital,Beijing,North,270,"2003-11-26	",2003,Living,0,2,5,"www.hosphc.com	;	www.hospyy120.com	;	www.bjhcyy120.com	;	www.120bjhc.com	;	www.hospdr.com	;	www.hchosp120.com	;	www.huici120.com	;		"
潍坊奎文长安医院,Weifang Kuiwen Chang'an Hospital,Shandong,North,300,"2013-11-29	",2013,Dead,0,2,2,"www.wfnk0536.com	;	120cank.com	;	cank0536.com	;	wfca0536.com	;	cayy0536.com	;	0536wfca.com	;		"
长沙阳光医院有限责任公司,Changsha Yangguang Hospital,Hunan,Center,200,"2003-05-13	",2003,Living,0,1,3,"www.csygby.com	;	www.100yu.cc	;	www.csygfk.com	;	www.nianlun006.com	;	www.073188888999.com	;	www.yg0731.com	;	nianlun009.com	;		"
黑龙江东北肝胆医院,Heilongjiang Northeast Hepatobiliary Hospital,Heilongjiang,North-east,100,"2003-12-01	",2003,Dead,1,1,2,"www.58886377.com	;	www.58886377.com	;	www.gd0451.com	;	www.57809999.com	;	www.hljdbgdyy.com	;		"
上海仁爱医院有限公司,"Shanghai Ren'ai Hospital Co.,Ltd.",Shanghai,East,2000,"2002-02-01	",2002,Living,1,11,9,"www.renai.sh.cn	;	www.renai.cn	;	www.renai.sh.cn	;	www.shrenai.com	;	www.renaihospital.com.cn	;	www.shkouqiang.com	;	www.shanghairenai.com	;	www.renaihospital.com	;	www.renaihospital.cn	;	www.renaitijian.com	;	shrenai.net	;	shanghairenai.com.cn	;	shrenai.org	;	shrenai.com.cn	;	shkouqiang.cn	;	renaihospital.net	;	renai.sh.cn	;	shanghairenai.cn	;		"
北京市健宫医院有限公司,"Beijing Jiangong Hospital Co.,Ltd.",Beijing,North,42055.26,"2003-05-12	",2003,Living,0,1,22,"www.bjsjgyy.com	;	www.jiangongyiyuan.com	;	www.bjsjgyy.com	;	jiangongyiyuan.com.cn	;	jiangongyiyuan.cn	;		"
南昌博大耳鼻咽喉医院有限公司,"Nanchang Boda Otolaryngology Hospital Co., Ltd.",Jiangxi,Center,2000,"2014-05-27	",2014,Living,0,3,6,"www.jybdebh.com	;	www.jybd120.com	;	www.jyncbd120.com	;	www.78ebhyy.com	;	www.ncebh.com	;	www.jxjyebh.com	;	www.jxjybdebh.com	;	www.jxjygnyxy.com	;	www.jxjygnebh.com	;	www.jxjyebhbd.com	;	www.ncjyebh.com	;	www.ncjybdebh.com	;	www.ncjygnyxy.com	;	jxbd120.net	;	ncbd120.com	;	ncebhbd.com	;	jxbd120.com	;		"
许昌玛丽妇科医院,Xuchang Mary Gynecology Hospital,Henan,Center,unknown,"2009-11-27	",2009,Living,0,2,0,"www.xcmlyy.com	;	www.xcmlyy.com	;	www.xcmyy.com	;	www.xcmlyy.com	;	www.xcmlfk.cn	;	www.xcmlfk.com	;	xcwtrl.com	;	xcnxjk.cn	;	xcnxjk.com	;	xcfk.com	;		"
福州市鼓楼区左海医院,Fuzhou Gulou District Zuohai Hospital,Fujian,South,unknown,"2007-10-26	",2007,Living,0,2,1,"www.fjzhfk.com	;	www.fzzyhhxlk.com	;	www.fzzhyynk.com	;	www.hjglzhyy.com	;	www.zhyy2.com	;	www.fzzhfk.com	;	www.fjmtyy.com	;	www.fzzhyy120.com	;	www.zhyy120.com	;	www.zhyy1.com	;	www.zhyy9.com	;	www.hzzh120.com	;	www.zhyy4.com	;	www.91789178.com	;	www.zhfk1.com	;	www.zhyyxlmz.com	;	www.zhyysjnk.com	;	www.zhyy15.com	;	www.hjzh120.com	;	www.hzzhyy120.com	;	www.120kqyy.com	;	www.zhyy3.com	;	www.zhyyjsk.com	;	www.fzzhnk.com	;	www.zhyy0.com	;	www.zhfky.com	;	www.zhyyxlk.com	;	www.fzzhyyjsk.com	;	zhyyrl.com	;	zhyyfk.com	;	fzfkyz.com	;	fjzhrl.com	;		"
遵义妇产医院,Zunyi Women Hospital,Guizhou,South-west,200,"2006-11-29	",2006,Living,0,0,0,"www.8955999.com	;	www.zy120yy.com	;	zyfc120.com	;	0852fk.com	;	zynzyy.com	;	gxy-online.com	;	8955999.com	;	zyrlyy.com	;	zyfcyy120.com	;	zybyyy.com	;		"
无锡虹桥医院有限公司,"Wuxi Hongqiao Hospital Co., Ltd",Jiangsu,East,1000,"2005-01-12	",2005,Living,0,0,6,"www.wxhqyy.com	;	www.wxhqyy.com	;	www.wxhqyy.com	;	www.hqyyo.com	;	www.hqyya.com	;	www.qhqyy.com	;	www.yhqyy.com	;	www.phqyy.com	;	www.uhqyy.com	;	www.wxrxkyy.com	;	www.wxfkyyw.com	;	www.wxfckyy.com	;	www.wxckyy.com	;	www.wxnanke.cn	;	www.wuxink.cn	;	www.wxpfk.cn	;	www.wuxikq.com	;	www.wuxiwck.com	;	www.wxgkyy.cn	;	www.wxebh.cn	;	www.wxhqebh.com	;	www.wxhqck.cn	;	www.wxhqck.com	;	www.wxhqnk.com	;	www.wxhq120.com	;	www.sh-meidiya.com	;	www.wxhqyy.com	;	www.wxgkyy.com	;	www.jsgkyy.com	;	www.wxpfbyy.com	;	www.wxpf120.com	;	wxwcyy.cn	;	wxfkyyw.cn	;	wxpfb.cn	;	wxjbzx.com	;	wuxiguahao.com	;	wuxinanke.com	;	wxhqrxk.com	;	wuxifk.cn	;	wxhqyy.cn	;	wuxinanke.cn	;	wxhqebh.cn	;	wxhqkq.com	;	wuxihongqiao.com	;	wxrxk.com	;	wuxubyby.com	;	wxckyy.cn	;	wxgck.cn	;	wuxikq.cn	;	wuxifuke.com	;	wxhqpf.com	;	wxhqgk.cn	;	wxhqfk.com	;	wxckyyw.com	;	gukewang.cn	;	wxhqbyby.cn	;	wuxiyuyue.com	;	wxbyby.cn	;		"
上海美立方医疗美容医院有限公司,"Shanghai Meifang Medical Aesthetic Hospital Co., Ltd.",Shanghai,East,1800,"2004-06-03	",2004,Living,1,14,0,"021mlf.com	;	www.shzazx.com	;	www.shzazx.com	;	www.021mlf.com	;	www.shmyfun.cn	;	www.4008805522.com	;	www.62269000.com	;	www.shzayy.com	;	www.zazxmr.cn	;	www.zazhengxing.cn	;	www.shzhenai.cn	;	www.shzazx.com	;	www.zazhengxing.com	;	www.zhenaish.com	;	www.sh1935.com	;	shmyfun.net	;	shmyfun.com	;	021mlf.com	;	mlfsh.cn	;	021mlf.cn	;		"
苏州乐桥皮肤专科门诊部（普通合伙）,Suzhou Municipal New Medical Outpatient Department,Jiangsu,East,60,"2004-10-29	",2004,Living,1,0,0,"110lq.com	;	www.110lq.com	;	www.110lq.com	;	www.110lq.com	;	www.leqiao120.cn	;	www.110yxb.com	;	www.65159995.com	;	szpifubing.cn	;	leqiaoyiyuan.com	;	110lq.com	;	65159995.cn	;	110bdf.com	;	110pf.com	;	65159995.net	;	65220202.com	;		"
拉萨阳光泌尿生殖医院有限公司,"Lhasa Sunshine Urogenital Hospital Co., Ltd.",Tibet,South-west,310,"2010-12-22	",2010,Living,0,0,0,"sfk120.com	;	yfk120.com	;	lsyg120.com	;	ygfc120.com	;	www.lsyg120.com	;	fk120.com	;	www.lsyg120.com	;	www.lfk120.com	;	www.ygyl120.com	;	lsyg120.com	;	xzlsyg.com	;	xxg120.com	;	lsyg0891.com	;	ygfc120.com	;	sfk120.com	;	item0315.cn	;	lsygyy120.com	;	lsyg120.net	;	yfk120.com	;	lsfk.net	;		"
九江阳光女子医院管理有限公司,"Jiujiang Sunshine Women's Hospital Management Co., Ltd.",Jiangxi,Center,130,"2005-08-24	",2005,Living,0,0,0,"	"
保定世纪协和医院, Baoding Shiji Xiehe Hospital,Hebei,North,100,"2004-11-10	",2004,Dead,0,0,4,"www.bdxhyy.net	;		"
贵阳长江医院,Guiyang Changjiang Hospital,Guizhou,South-west,300,"2003-04-24	",2003,Living,0,1,2,"www.cj120.com	;	www.gycjyy.com.cn	;	www.gyhcyy.com	;	www.gycjyy.cn	;	www.gykqnm120.com	;	www.cjebh.com	;	www.ycyy0851.com	;	www.cj120.cc	;	www.gyfkyy.com	;	www.gycjebh.com	;	www.hcyy0851.com	;	www.cj120.com	;	www.gycjyy.net	;	www.cjyynk.cn	;	www.cjyynk.net	;	gykqnmyy.com	;	cjyyebh.com	;	gyycyy.com	;	ebh120.net	;	gyebhyy.net	;	gycjfcyy.com	;	gynxyy.com	;	gywgk.cn	;	gycjbyby.com	;	gywgyy.com	;	0851hck.com	;	cjwgk.com	;	gyebh.net	;		"
上海美莱美容有限公司,"Shanghai Mylike Beauty Co., Ltd",Shanghai,East,50,"2015-08-26	",2015,Living,0,0,0,"	"
湘潭阳光门诊部有限公司,"Xiangtan Sunshine Clinic Co., Ltd.",Hunan,Center,50,"2003-05-22	",2003,Living,0,0,0,"xtnewsun.91.cn	;	www.springxt.com	;	www.springxt.cn	;	www.58220666.com	;		"
常熟东方医院有限公司,"Changshu Oriental Hospital Co., Ltd.",Jiangsu,East,50,"2012-09-24	",2012,Living,0,0,0,"www.csdfyy120.cn	;	www.csdfnzyy.com	;	www.csdffkyy.com	;	www.csdf120.com	;	csdfyy120.com	;		"
济南骨科医院有限公司,"Jinan Orthopedic Hospital Co., Ltd.",Shandong,North,500,"2011-01-07	",2011,Living,0,2,10,"www.jngk.cn	;	www.jngk.cn	;	www.gjy120.com	;	www.jzbw.net	;	www.jinanguke.net	;	www.gk0531.com	;	www.jzy120.net	;	www.gk0531.cn	;	www.67966666.com	;	www.jngk.cn	;	www.kanguke.com	;	www.jinangukeyiyuan.com	;	8ask.cn	;	jinanguke.com	;	jngkyy.net	;		"
上海沪申五官科医院有限公司,"Shanghai Hushen Facial Features Hospital Co.,Ltd.",Shanghai,East,1500,"2002-11-13	",2002,Living,0,5,3,"www.hs5g.com	;	www.hs5g.com	;	www.hushen5g.cn	;	hushen120.com	;	hs5g120.com	;	hushen5g.com	;		"
天津河西区华夏医院,Tianjin Hexi District Huaxia Hospital,Tianjin,North,unknown,"2004-07-16	",2004,Living,0,0,0,"	"
泰州东方医院有限公司,"Taizhou Dongfang Hospital Co., Ltd.",Jiangsu,East,300,"2011-10-11	",2011,Living,0,3,0,"www.0523yy.com	;	www.0523yy.com	;	wap.0523yy.com	;	www.dfpfbyy.cn	;	www.tzpfkyy.cn	;	www.tznke.com	;	www.tzdfpfyy.com	;	www.dfpfyy.com	;	dfpfbzk.com	;	tzqcdyy.com	;	tzszyy.org	;	0523yy.com	;	tzpfbzk.com	;	tzpfb.cn	;	tzdfpfk.com	;	tzxmzyy.com	;	tzdfpf120.com	;	tzpyyy.com	;	tznpxyy.cn	;	tzpfb120.com	;	tzpfyy.cn	;	tzgcyy.cn	;	tzbdfyy.cn	;	tzhlpf.com	;	tzdfyy.com	;		"
大连长成男科研究院有限公司,"Dalian Changcheng Male Research Institute Co., Ltd.",Liaoning,North-east,100,"2015-03-31	",2015,Dead,1,0,0,"	"
济南阳光女子医院,Jinan Sunshine Women's Hospital,Shandong,North,100,"2015-06-18	",2015,Living,0,0,4,"www.nvzi.cc	;		"
黄石华中福康医院有限公司,"Huangshi Huazhong Fukang Hospital Co., Ltd.",Hubei,Center,2000,"2002-11-28	",2002,Living,0,10,213,"www.hsfk120.com	;	www.hsfk120.com	;	www.hsfkyy120.com	;	www.hr120.com	;	www.0714fuke.com	;	www.hsmrw.com	;	www.hsnk120.com	;	www.hsbybyw.com	;	www.0714renliu.com	;	www.hzfkzx.com	;	hzebh120.com	;	fkgc120.com	;	hsjs120.com	;		"
贵阳坤光医院,Guiyang Kunguang Hospital,Guizhou,South-west,110,"2003-06-02	",2003,Dead,0,0,0,"	"
济南华夏医院有限公司,"Jinan Huaxia Hospital Co., Ltd.",Shandong,North,4000,"2005-07-29	",2005,Living,0,3,0,"www.jnhxyy.com.cn	;	www.4006666899.com	;	www.qlfkw.com	;	www.sdbahen.com	;	www.jnhxyy.net	;	www.tj886.com	;	chinajieshi.cn	;	85922777.com	;	hxqdyy.com	;	85922666.com	;	jnhxyy.com	;	jnqdyy.com	;	chinattz.com	;	hxqbyy.com	;		"
萍乡阳光妇科医院,Pingxiang Sunshine Gynecology Hospital,Jiangxi,Center,100,"2016-09-29	",2016,Living,1,0,0,"	"
南昌仁爱妇产医院有限公司,Nanchang Ren'ai Maternity Hospital,Jiangxi,Center,1300,"2012-09-21	",2012,Living,0,2,5,"www.jxncfcyy.com	;	www.jxncfcyy.cn	;	www.jxfcyy.com	;	www.jxfcyy.cn	;	www.jxrafcyy.cn	;	www.jxrafcyy.com	;	www.ncrafcyy.cn	;	www.jxncrayy.cn	;	www.jxncrayy.com	;	www.nz91.com	;	www.nz91.net	;	www.jxnx.net	;	www.0791nz.net	;	www.0791nz.com	;	www.ncrayy.com	;	www.rafcyy.net	;	www.ncrayy.cn	;	www.ncrafcyy.com	;	www.jxncrafcyy.cn	;	www.ncfcyy.cn	;	www.jxncrafcyy.com	;		"
广州人爱医院有限公司,Huadu Ren'ai Hospital,Guangdong,South,1280,"2012-02-22	",2012,Living,0,4,5,"www.gzhdrayy.com	;		"
杭州建国妇科医院有限公司,"Hangzhou Jianguo Gynecology Hospital Co., Ltd",Zhejiang,East,1200,"2004-02-13	",2004,Dead,5,0,0,"	"
上海安平医院有限公司,"Shanghai Anping Hospital Co., Ltd.",Shanghai,East,200,"2004-01-12	",2004,Living,0,5,0,"www.apyy.120.com	;	www.apyy.120.com	;	3g.apyy120.com	;	www.apyy120.com	;		"
北京麦瑞骨科医院有限公司,"Beijing Mairui Orthopedic Hospital Co., Ltd.",Beijing,North,1500,"2011-07-11	",2011,Living,0,2,21,"www.marygkyy.com	;	maryyy.com	;		"
东莞市百佳玛丽亚妇产医院有限公司,Dongguan Baijia Maternity Hospital,Guangdong,South,1000,"2008-11-11	",2008,Living,0,2,50,"www.dgmaria.cn	;	www.dgbyw.com	;	www.dgwtrl.com	;	www.dgwtrl.cc	;	www.dgmaria.com	;	www.dgmaria.cn	;	www.dgmaliya.com	;	www.22993333.com	;	www.dgmaria.net	;	www.dgmaria.cc	;	www.dgmaliya.cn	;	www.dgmaliya.cc	;	www.dgekyy.com	;	www.dgekyy.cn	;	www.dgekyy.cc	;	www.dgckyy.com	;	www.dgckyy.cn	;	www.dgekyy.net	;	www.dgckyy.cc	;	www.dgckyy.net	;	www.dgyzhs.com	;	www.dgyzhs.cn	;	www.dgrxyy.com	;	www.dgrxyy.net	;	www.dgrxyy.cc	;	www.dgrxyy.cn	;	www.fckmaria.com	;	www.dgpfkyy.cn	;	www.dgpfkyy.com	;	www.dgpfkyy.net	;		"
福州福兴妇产医院有限公司,Fuzhou Fuxing Maternity Hospital,Fujian,South,1000,"2006-01-04	",2006,Living,0,3,5,"www.fzfxfcyy.com	;	www.fxrlw.com	;	www.fxfcyy.com	;	www.fzfxfcyy.com	;		"
齐齐哈尔市玛丽亚妇产医院有限公司,Qiqihaer Maliya Maternity Hospital,Heilongjiang,North-east,3000,"2012-07-19	",2012,Living,0,2,6,"www.qqhrmly.com	;	www.qqhrmlybyby.com	;	www.qqhrbyby.com	;	www.8098260.com	;	www.04528098120.com	;	www.qqhrmlyfcyy.com	;	www.qqhrmly.com	;	www.qqhrmrzxyy.com	;		"
广州长安医院有限公司,Guangzhou Chang'an Hospital,Guangdong,South,1000,"2011-07-12	",2011,Living,1,4,7,"new.02022222222.com	;	www.cafuke120.cn	;	www.cafukeyy.cn	;	www.gzcafuke.cn	;	www.gzbyby120.cn	;	www.gzcabyby.cn	;	www.gzmsjyy.com	;	www.cayunyu.com	;	www.cabyby120.cn	;	www.cabybyyy.cn	;	www.gzcayy.cn	;	www.gzyy120.cn	;	www.canankeyy.cn	;	www.gzcafkyy.cn	;	www.gdnxbu.com	;	www.slgft.com	;	www.cayymsj.com	;	www.gzca91.com	;	www.changan91.com	;	www.yunyu020.com	;	www.gzcarl.cn	;	www.gzcankyy.cn	;	www.cankyy120.cn	;	www.cafkyy.cn	;	www.02022222222.com	;	www.bbyjc.com	;	www.hope120.com.cn	;	www.yunyu120.net	;	www.02022222222.net	;	www.gzcank.cn	;	www.gzcank120.cn	;	www.hope120.net	;	www.changanyiyuan.cn	;	www.gznank120.cn	;	www.changan120.cn	;	www.yunyu120.com	;	www.y020.cn	;	www.caebhk.com	;	www.cabyby.com	;	www.caxbyjy.com	;	www.hope120.com	;	www.gzca120.cn	;	www.jzjcc.com	;	www.gzxbyjy.com	;	www.cababy.net	;	www.020ca.com	;	www.02022222222nk.com	;	www.cank120.cn	;	www.020byby.cn	;	www.020nanke.net	;	www.byby120.cn	;	www.gzcafk.cn	;	www.yunyu120.com.cn	;	www.gzcabybyyy.cn	;	www.y020.net	;	www.bplzl.com	;	www.yunyu120.cn	;	www.gzcananke.cn	;	www.020yunyu.com	;	www.changan020.com	;	www.gzca16.com	;	cafuke120.com	;	cafukeyy.com	;	gzcafuke.com	;	gzcabyby.com	;	cabyby120.net	;	cabybyyy.net	;	canankeyy.net	;	gdnxby.com	;	gzcarl.com	;	cafkyy.com	;	cafkyy.net	;	canankeyy.com	;	gzcank.net	;	gzcank120.net	;	gzbyby120.net	;	slgzy.com	;	cabybyyy.com	;	gznank120.net	;	changan120.net	;	cafukeyy.net	;	caebhk.cn	;	caxbyjy.net	;	cabyby120.com	;	gzcarl.net	;	gzca120.net	;	gzcayy.net	;	cank120.net	;	gznank120.com	;	gzcafk.com	;	gzbyby120.com	;	gzcabybyyy.net	;	gzcafkyy.net	;	gzcananke.com	;	gzcafk.net	;	gzcankyy.net	;	gzcafkyy.com	;	gzcafuke.net	;	gzcananke.net	;	gzcabyby.net	;	gzcabybyyy.com	;	sujcc.com	;	020nanke.cn	;		"
上海青城医院有限公司,"Shanghai Qingpu Qingcheng Hospital Co.,Ltd.",Shanghai,East,1000,"2003-10-22	",2003,Living,0,5,0,"www.shqcyiyuan.com	;	www.shqchospital.com	;	www.shqcyiyuan.com	;	qingshengyiyuang.com	;	hzjianhang.com	;		"
杭州天目山医院有限公司,"Hangzhou Tianmushan hospital Co., Ltd",Zhejiang,East,1000,"2005-02-02	",2005,Living,0,5,5,"www.tmsfk.com	;	www.hzyya.com	;	www.53rl.com	;	www.tmschanke.com	;	www.97120.cn	;	www.tmskf.net	;	www.zjrl120.com	;	www.tmsfk.com	;	www.tmsfcyy.com	;	www.tmsbyby.com	;	hzyyv.com	;	hzyyu.com	;	tmsfuchan.com	;	tmsfuke.com	;	hzyyo.com	;	tmshospital.com	;		"
长沙星沙年轮骨科医院有限公司,"Changsha Xingsha Nianlun Orthopedic Hospital Co., Ltd.",Hunan,Center,625,"2015-08-06	",2015,Living,0,3,1,"www.nlzygb.com	;		"
东莞现代妇产医院有限公司,Dongguan Xiandai Gynaecologic Hospital,Guangdong,South,300,"2009-04-10	",2009,Living,1,3,26,"www.dgxdfcyy.com	;	www.dgmodern.cn	;	www.dgck123.com	;	www.dgxdfcyy.com	;	www.dgfk123.com	;	www.dgby123.com	;	www.dgfc120.cn	;	www.dgwtrl.com.cn	;	www.dgbuyunbuyu.com	;	www.dgxdfc.com	;	www.120dg.com	;	www.39dg.com	;	www.dgft123.com	;	www.dgfc120.com	;	www.dgfc120.net	;	www.dgxdfc.cn	;	www.dgwc123.com	;	www.dgwtrl.cn	;	www.dgwutongrenliu.com	;	www.dgmodern.net	;	www.91renliu.com	;	www.dgrl123.com	;	www.076922011111.com	;	www.dgyy123.com	;	www.dgjk123.com	;		"
重庆市万州区华美紫馨整形美容医院有限公司,"Chongqing Wanzhou District Huamei Zixin Plastic and Beauty Hospital Co., Ltd",Chongqing,South-west,1000,"2010-07-13	",2010,Living,0,1,5,"www.wzhuamei.com	;	www.wzhuamei.com	;	wzhuamei.com	;	cq.wzhuamei.com	;	www.wzhuamei.com	;	www.bibipa.cn	;	www.023zhengxingmr.com	;		"
重庆现代女子医院有限公司,"Chongqing Modern Women's Hospital Co., Ltd",Chongqing,South-west,2100,"2014-04-28	",2014,Living,0,1,7,"www.cqmw.com	;	www.cqmw.com	;	www.cqmw.com	;	www.cqbym.com	;	www.cqxdnz.com	;	www.cqprc.com	;	www.cqmw.com.cn	;	www.cq2d.com	;	www.cqmw.cn	;	www.nzfkzx.com	;	www.cqmw.com	;	www.byby666.com	;	www.62909119.com	;	www.28cv.com	;	www.cqprm.com	;		"
珠海九龙医院有限公司,Zhuhai Jiulong Hospital,Guangdong,South,1000,"2009-09-30	",2009,Living,0,2,4,"www.zhjlzx2.com	;	www.zhamjiulongfk001.com	;	www.zhjiulongzx.cn	;	www.kowloonzx.com	;	www.zhjiulongzx.com	;	www.zhjlknanke001.com	;	www.zhjlknanke003.com	;	www.0756nanke.com	;	www.jiulong120.cn	;	www.zhjiulongyy.cn	;	www.3296689.com	;	www.jlkq120.com	;	www.kowloonzx.cn	;	www.zhjlknanke002.com	;	www.zhuhaijiulong.com	;	www.jlkqone.cn	;	www.zhjlzx1.com	;	www.zhjiulongfk.net	;	www.zhjlfk.com	;	www.jlkqtwo.cn	;	www.jiulong120.com	;	www.jiulongzhengxing.com	;	www.3296688.net	;	www.jiulong120.hk	;	www.zhjiulongnk.net	;	www.jlyake.com	;	www.zhamjiulongfk003.com	;	www.3296688.com	;	www.zhrenliu.com	;	www.zhjlkq120.com	;	www.3296073.com	;	www.kowloonnk.com	;	www.zhuhaimeirong.com	;	www.zhamjiulongfk002.com	;	www.zhuhaiyy1.com	;	www.zhjiulongzx.net	;		"
龙岩牡丹妇产医院有限公司,Longyan Mudan Maternity Hospital,Fujian,South,600,"2005-09-09	",2005,Living,0,6,6,"www.lynzyy120.com	;	lyfcyy.cn	;	www.lyfcyy.cn	;	www.2966120.com	;	www.lymdyy120.com	;	www.lynzyy120.com	;	www.lyfuyou120.com	;	www.lychanke120.com	;	www.0597fuke.com	;	www.lyfuchan120.com	;	www.2966666.net	;	www.0597renliu.com	;		"
